user_id,movie_id,rating,rating_timestamp
193,280,1,1998-03-05 19:01:47
113,9566,5,1997-10-04 03:40:24
292,807,5,1997-12-02 23:08:13
219,329,1,1998-03-09 14:07:35
123,595,3,1997-11-18 17:10:20
119,199,5,1997-09-20 17:08:31
222,664,4,1997-10-22 23:43:22
301,5503,5,1997-12-14 05:13:23
181,5,2,1997-11-08 04:30:41
145,9390,5,1997-09-26 10:42:50
23,36955,4,1997-09-20 20:14:22
42,9208,3,1997-12-02 23:36:57
33,27322,3,1998-04-07 15:50:30
301,9804,3,1997-12-14 05:53:50
16,278,5,1997-10-24 19:11:37
95,62,3,1997-11-10 21:32:42
154,510,4,1997-11-10 05:11:53
302,55306,2,1997-11-13 15:59:45
222,37233,4,1997-10-30 03:53:36
270,579,4,1997-10-15 22:57:44
187,278,5,1997-11-14 00:00:31
101,18550,3,1997-10-18 00:55:38
184,1598,3,1998-03-14 21:10:40
128,105,4,1997-11-19 19:24:38
1,8068,4,1997-11-03 07:38:19
1,9504,4,1997-09-24 03:42:27
54,9566,3,1997-12-01 00:56:53
94,8078,4,1998-04-04 21:23:29
23,9619,2,1997-09-20 19:37:46
301,174,3,1997-12-14 05:27:02
301,279,3,1997-12-14 05:01:12
82,348,3,1997-11-05 22:44:08
133,714,3,1998-03-22 17:42:27
254,16633,4,1998-02-13 05:22:30
276,710,4,1997-09-20 21:53:56
63,13685,3,1997-10-01 23:11:54
267,11543,4,1997-11-08 06:33:05
13,680,5,1997-12-07 17:16:51
240,6623,3,1998-01-26 00:49:05
286,9390,2,1997-10-02 15:40:00
294,563,5,1998-03-07 03:30:26
18,16388,4,1997-11-21 16:28:51
308,311,4,1998-02-17 18:14:52
144,78,3,1998-02-22 00:01:31
59,11359,3,1998-02-23 04:00:09
200,280,5,1998-01-06 23:30:09
61,10357,3,1998-04-11 13:45:09
271,826,4,1998-01-26 21:00:48
275,9268,3,1997-10-07 04:14:38
207,686,4,1997-10-26 15:19:32
177,2649,4,1997-11-21 16:39:57
49,9571,2,1998-02-21 13:48:32
10,68,3,1997-10-26 17:57:57
191,409,4,1998-04-02 23:47:22
43,9619,3,1997-10-04 14:25:10
21,1024,5,1997-09-22 18:08:15
197,280,5,1998-04-01 05:50:39
13,2895,2,1998-02-21 15:07:15
234,149,4,1998-04-11 22:42:23
308,251,4,1998-02-17 18:38:20
94,1669,4,1998-04-04 20:31:29
121,66,3,1998-04-01 00:27:57
134,409,3,1998-04-04 23:25:34
104,9802,2,1998-02-26 04:06:12
275,954,2,1997-10-07 04:14:05
52,18,3,1997-12-24 00:17:41
236,8587,3,1998-03-17 06:37:51
279,26352,4,1997-09-26 22:46:41
109,11386,3,1997-11-26 21:22:51
297,9089,3,1997-09-26 02:03:42
301,3078,4,1997-12-14 05:06:34
222,581,4,1997-10-30 03:22:19
293,62,5,1998-03-03 06:12:30
213,2493,5,1997-11-08 02:17:22
59,577,5,1998-02-23 03:52:01
5,755,4,1997-09-30 16:16:38
23,207,2,1997-09-20 20:22:06
239,680,4,1998-03-06 10:17:58
201,311,3,1998-01-06 19:17:55
287,862,5,1997-09-27 04:21:28
216,7863,4,1997-11-22 21:23:30
203,10684,4,1997-11-25 05:07:43
13,9574,3,1997-12-22 07:03:44
286,4232,5,1997-10-02 15:37:52
117,9304,2,1997-12-01 20:54:57
11,1024,3,1998-04-06 23:10:14
65,522,2,1997-11-11 02:51:12
295,9277,4,1997-11-14 14:23:32
85,10603,2,1997-12-09 22:03:46
250,10545,5,1997-10-29 01:52:01
137,562,5,1997-12-06 18:41:29
111,8834,4,1998-04-04 08:52:19
189,18975,5,1998-04-22 16:58:21
303,10895,4,1997-11-14 00:46:15
299,68924,3,1997-11-17 03:28:34
187,89,4,1997-11-13 23:54:02
214,1637,4,1998-04-15 19:23:17
285,279,4,1998-03-22 19:44:19
303,330,3,1997-11-14 21:59:51
96,500,4,1998-01-10 03:27:40
72,9067,3,1997-11-20 14:48:54
115,13685,4,1997-12-03 17:43:29
263,433,5,1998-03-30 23:11:54
70,8009,3,1998-01-07 05:17:37
221,627,4,1997-09-26 03:23:24
72,769,5,1997-11-20 14:35:15
25,510,4,1998-01-26 22:12:37
264,1624,3,1998-01-30 00:51:56
187,62,4,1997-11-14 00:00:53
184,240,4,1998-03-14 20:57:04
63,8818,2,1997-10-01 23:03:05
235,539,4,1998-03-11 22:30:35
246,771,2,1998-01-16 04:05:05
54,3595,5,1997-12-01 00:06:46
8,1572,3,1997-11-12 19:19:16
307,85,4,1997-11-11 21:24:40
303,694,4,1997-11-14 00:47:39
256,2119,2,1997-12-15 05:43:23
72,6950,3,1997-11-20 14:40:54
164,10280,2,1998-03-09 00:13:09
117,10218,4,1997-11-21 15:11:41
224,37233,4,1998-02-21 23:31:12
94,6520,1,1998-04-04 20:59:53
193,6623,3,1998-03-05 18:40:57
234,240,4,1998-04-08 23:45:40
21,9095,1,1997-09-22 18:01:33
293,816,3,1998-03-03 06:07:09
197,184,3,1998-04-01 05:37:50
308,595,4,1998-02-17 17:29:44
109,9598,3,1997-11-26 19:30:42
234,794,3,1998-04-11 22:58:21
90,9746,4,1998-03-31 22:11:49
244,1669,4,1997-11-27 04:57:14
90,8818,3,1998-03-31 22:11:50
305,8587,3,1998-02-01 09:01:24
21,199,2,1997-09-22 18:03:02
301,8068,4,1997-12-14 05:43:48
90,10603,2,1998-03-31 22:13:12
59,3595,3,1998-02-23 03:04:13
94,1770,4,1998-04-04 20:24:22
152,10806,3,1997-11-21 21:23:27
217,9268,4,1998-03-05 03:54:47
79,55306,4,1998-03-30 15:20:03
308,11934,5,1998-02-17 17:41:33
75,10478,2,1998-01-06 01:33:13
307,771,3,1997-10-17 21:11:35
13,17795,4,1997-12-14 23:25:24
230,3595,5,1997-11-25 19:10:43
269,702,4,1998-04-01 16:40:00
56,9208,3,1998-04-15 22:31:00
69,3179,3,1997-12-14 19:02:36
294,9306,3,1998-03-07 03:54:17
82,9623,1,1998-01-13 18:01:32
269,578,1,1998-04-01 16:50:06
78,9619,1,1997-11-15 22:39:27
118,694,5,1997-09-27 18:24:07
283,47502,5,1997-11-12 01:19:05
107,2649,3,1998-03-30 13:24:27
276,712,4,1997-09-20 21:27:06
244,755,2,1997-11-27 05:06:45
189,680,5,1998-04-22 17:14:23
62,1701,4,1997-11-12 22:16:48
306,75,4,1997-10-10 17:25:54
222,16388,3,1997-10-30 03:44:03
280,11386,5,1998-04-04 14:39:11
56,8587,4,1998-04-15 23:34:35
1,137,5,1997-09-24 03:40:42
173,8818,4,1997-10-22 21:49:48
280,11517,3,1998-04-04 15:05:04
150,9366,4,1997-11-05 16:22:26
178,3595,3,1997-12-22 20:50:33
95,9691,3,1997-11-26 19:30:58
97,199,5,1998-01-08 05:54:47
117,2255,5,1997-11-21 14:58:26
264,235,4,1998-01-30 01:25:30
87,9603,4,1997-11-18 18:11:42
213,75,1,1997-11-08 02:11:55
92,114,2,1997-10-06 22:06:22
292,288,5,1997-12-02 23:32:41
188,9087,5,1997-09-24 03:43:03
18,1245,4,1997-11-21 16:28:51
311,756,4,1998-01-09 17:04:45
222,2493,5,1997-10-30 03:44:03
165,639,4,1997-11-14 16:42:58
200,807,5,1998-01-06 23:32:22
208,639,5,1997-12-26 03:52:04
263,280,4,1998-03-30 22:52:16
134,9619,4,1998-04-04 23:25:35
234,424,4,1998-04-08 23:41:30
223,8834,3,1998-04-02 20:29:19
268,11412,4,1997-10-10 20:06:42
274,954,4,1997-11-07 23:37:20
290,744,4,1997-11-25 16:11:33
56,152,5,1998-04-15 22:28:28
248,578,4,1998-01-11 16:09:28
308,240,5,1998-02-17 18:06:00
276,278,5,1997-09-20 20:30:41
262,9306,2,1997-11-17 18:21:14
295,114,4,1997-11-14 14:38:39
263,1637,4,1998-03-30 23:09:47
93,2300,3,1998-02-28 22:46:06
293,601,3,1998-03-03 06:21:10
82,9268,3,1997-11-05 22:28:02
217,710,3,1998-03-05 03:49:42
126,1624,3,1998-02-19 02:24:47
181,18975,1,1997-11-08 04:17:55
43,9879,4,1998-01-05 19:43:50
253,10603,2,1998-04-03 18:41:23
262,568,3,1997-11-17 18:43:40
234,11934,3,1998-04-11 22:44:40
29,4477,3,1997-12-22 20:00:03
156,288,4,1998-02-22 22:19:07
37,4232,4,1997-11-30 18:40:58
141,4477,3,1998-01-12 05:53:46
235,168,4,1998-03-11 22:26:02
102,712,3,1998-03-02 01:52:17
77,1891,3,1998-01-14 04:36:02
186,9331,5,1997-11-08 21:14:23
118,11980,5,1997-09-27 18:33:18
7,288,5,1998-03-31 13:40:24
62,9495,1,1997-11-12 22:49:29
85,4476,2,1997-11-13 20:59:42
56,9304,4,1998-04-18 14:54:50
286,408,4,1997-10-29 16:14:41
90,686,3,1998-03-31 22:08:41
295,10705,4,1997-11-14 14:17:42
224,13,4,1998-02-21 17:34:55
221,549,3,1997-09-26 04:04:22
207,424,5,1997-10-17 21:47:51
87,329,5,1997-11-18 17:56:14
44,152,5,1998-01-01 00:08:54
306,9819,4,1997-10-10 17:27:22
194,1891,3,1997-11-14 15:31:14
181,11062,2,1997-11-08 04:23:17
286,510,4,1997-10-22 14:45:37
14,9427,4,1998-04-10 21:06:43
244,1572,1,1997-11-27 03:44:24
181,954,4,1997-11-08 04:21:59
65,9516,4,1997-11-11 02:48:49
37,11517,2,1997-11-30 18:54:30
244,348,4,1997-11-27 04:47:23
1,1669,4,1997-11-03 07:34:01
299,10436,2,1998-03-10 04:05:56
178,36955,4,1997-12-22 21:43:02
268,76,3,1997-10-01 22:32:40
188,15121,5,1997-09-24 03:44:34
276,1624,4,1997-09-20 20:12:46
158,2074,4,1997-11-21 17:57:49
161,14275,1,1998-03-29 11:25:45
64,10445,4,1998-03-12 21:46:52
191,714,3,1998-04-02 23:45:53
59,319,5,1998-02-23 03:36:37
21,9303,4,1997-09-22 18:03:02
58,687,4,1998-01-09 00:05:28
194,11561,3,1997-11-14 23:26:36
7,694,5,1998-03-31 14:12:23
173,8834,5,1997-10-22 21:50:28
16,9277,5,1997-10-24 19:18:53
59,9619,4,1998-02-23 04:06:49
292,576,4,1997-12-02 23:31:56
43,33,4,1998-01-04 23:07:04
235,712,5,1998-03-11 22:33:39
125,10705,5,1998-04-17 18:05:09
303,744,5,1997-11-14 00:49:07
104,10806,2,1998-02-25 21:31:15
279,9894,1,1997-09-26 18:10:33
286,754,4,1997-10-02 15:43:24
222,794,3,1997-10-30 03:52:45
130,9691,4,1997-10-02 14:16:18
254,510,3,1998-02-03 02:21:06
109,627,1,1997-11-26 17:00:41
244,11975,3,1997-11-27 03:38:25
6,10806,2,1997-12-31 20:33:26
36,10003,4,1997-12-15 03:41:25
111,10806,4,1998-04-04 08:53:48
25,199,4,1998-01-26 22:13:37
110,11858,3,1998-02-09 01:58:21
68,9390,5,1997-10-16 03:55:33
6,686,2,1997-12-28 00:17:58
89,639,5,1997-11-13 22:24:19
286,68,5,1997-10-22 15:01:10
256,1245,5,1997-12-15 05:51:43
221,14275,5,1997-09-26 03:44:22
140,9437,3,1997-11-08 18:26:57
11,174,3,1998-04-06 23:38:16
201,33,5,1998-01-06 19:21:11
126,4477,3,1998-02-19 02:18:46
20,3034,2,1997-11-16 08:36:41
144,3595,4,1998-02-21 23:35:22
181,12123,1,1997-11-08 04:27:55
109,9331,4,1997-11-26 21:13:34
213,770,3,1997-11-08 02:26:13
223,807,3,1998-04-02 20:57:29
218,3034,3,1997-10-22 02:46:06
68,3595,1,1997-10-16 03:56:38
268,2088,4,1997-10-10 20:03:50
224,389,4,1998-02-21 17:34:28
99,1701,5,1998-01-24 21:52:04
292,687,4,1997-12-02 23:09:08
72,1637,4,1997-11-20 14:46:43
83,8987,5,1997-11-23 17:44:32
92,10061,2,1998-02-02 18:21:48
24,278,5,1997-09-27 01:12:38
7,9804,3,1998-03-31 14:30:39
82,680,3,1997-11-05 22:36:50
161,424,3,1998-03-29 11:27:04
196,788,4,1997-12-04 16:11:03
7,8840,2,1998-03-31 14:09:17
226,680,4,1998-01-04 04:45:02
16,9598,5,1997-10-24 19:52:16
180,137,3,1997-10-17 22:46:28
145,680,5,1997-09-26 11:04:56
288,68924,4,1998-02-01 22:35:27
84,3595,3,1997-12-30 02:57:23
313,9802,4,1998-03-27 16:15:19
148,862,4,1997-10-16 16:30:11
21,2756,5,1997-09-22 18:08:15
279,10861,3,1997-09-26 18:25:14
185,9819,5,1997-12-30 23:58:08
297,78,4,1997-09-26 01:58:45
303,9495,4,1997-11-14 00:29:21
186,18,1,1997-11-08 21:13:27
73,149,3,1998-02-28 00:29:14
94,639,3,1998-01-27 03:11:05
239,9277,5,1998-03-06 10:07:13
197,947,5,1998-04-01 05:50:39
280,862,4,1998-04-04 14:33:46
1,9802,3,1997-09-22 22:02:19
224,2088,1,1998-02-21 23:28:49
198,686,4,1998-01-07 20:21:41
6,13,3,1997-12-31 20:47:57
233,10802,4,1997-10-09 05:20:19
110,1642,3,1998-02-09 01:42:54
217,769,2,1998-03-05 03:55:09
239,578,3,1998-03-06 10:06:02
13,854,4,1997-12-14 23:22:07
194,37233,3,1997-11-14 17:10:21
109,389,3,1997-11-26 19:35:50
230,1891,4,1997-11-25 19:02:03
59,11113,2,1998-02-23 03:27:46
62,769,5,1997-11-12 22:52:49
198,578,3,1998-01-07 21:17:13
65,9294,4,1997-11-11 03:05:09
283,756,5,1997-11-12 01:26:05
195,714,4,1997-12-28 07:51:40
130,9099,4,1997-10-07 19:06:00
269,330,1,1998-04-01 18:45:50
56,199,5,1998-04-15 22:30:39
210,105,5,1998-02-17 15:51:16
239,687,5,1998-03-06 10:34:06
275,1669,4,1997-11-23 19:40:31
311,687,4,1998-01-16 15:09:25
152,2320,5,1997-11-21 21:51:14
244,1891,4,1997-11-27 04:41:05
53,8987,4,1997-11-13 17:48:08
198,664,2,1998-01-07 20:55:13
26,9294,4,1998-03-31 19:14:36
124,1585,1,1998-03-19 05:55:33
24,279,5,1997-09-27 01:16:43
271,1587,3,1998-01-26 21:16:59
234,9361,2,1998-04-11 22:50:42
201,756,3,1998-01-06 18:28:32
75,3179,1,1998-01-06 01:37:41
207,9495,2,1997-10-17 21:55:50
313,9331,4,1998-03-27 16:30:20
144,9294,4,1998-02-21 23:36:31
145,17182,1,1997-12-15 10:43:54
72,578,4,1997-11-20 14:50:18
83,36955,4,1998-02-16 21:45:49
181,11306,3,1997-11-08 04:24:46
109,251,4,1997-11-26 21:55:44
185,639,4,1997-12-30 23:57:48
149,9716,2,1997-12-30 20:10:58
57,5503,5,1998-01-01 23:48:15
253,581,4,1998-04-03 18:35:01
284,9427,4,1998-01-20 20:43:11
121,28,3,1998-03-31 23:51:26
62,1245,2,1997-11-12 22:44:00
293,193,2,1998-03-03 06:45:27
194,240,4,1997-11-14 15:20:13
109,581,3,1997-11-26 21:11:51
297,4584,5,1997-09-22 18:51:00
78,8874,4,1997-11-15 22:42:25
297,578,3,1997-09-26 01:56:58
250,105,2,1997-10-29 02:21:22
186,10586,4,1998-04-04 19:56:14
312,9087,4,1998-04-04 14:17:06
276,433,5,1997-09-20 22:01:47
83,89,5,1997-11-23 17:55:51
153,85,1,1997-12-06 01:19:00
268,754,3,1997-10-01 21:50:47
207,9804,2,1997-10-25 23:40:54
313,10331,5,1998-03-27 16:10:49
254,377,1,1998-02-03 03:19:40
83,581,4,1997-11-23 18:11:30
16,389,5,1997-10-24 18:55:33
303,788,4,1997-11-14 05:23:01
94,11382,4,1998-01-27 03:50:06
293,1412,3,1998-03-03 06:45:27
248,576,4,1998-01-11 16:09:28
217,9737,1,1998-03-05 03:53:31
200,9574,4,1998-01-06 22:51:22
201,10586,1,1998-01-07 02:39:11
296,199,5,1998-01-07 18:10:40
7,16633,3,1998-04-09 14:55:39
69,595,3,1997-12-15 00:24:25
72,207,4,1997-11-20 14:39:07
256,8840,4,1997-12-15 02:21:11
128,769,4,1997-11-19 19:20:25
172,25189,4,1997-09-29 12:50:41
190,17182,2,1998-04-03 17:52:29
59,75,1,1998-02-23 03:14:18
220,754,4,1997-12-04 01:29:26
285,9427,4,1998-03-22 19:35:13
207,1587,3,1997-10-29 05:56:34
220,2649,3,1997-12-04 01:09:31
210,712,4,1998-02-17 15:49:49
143,3597,3,1998-02-25 11:55:41
75,9390,2,1998-01-06 01:31:49
1,522,4,1997-09-24 03:35:25
164,8987,4,1998-03-09 00:05:06
291,1701,4,1997-09-21 09:23:47
7,621,5,1998-03-31 14:18:12
214,9802,4,1998-04-02 18:54:01
277,607,3,1997-11-14 21:38:07
95,9495,4,1997-11-10 21:10:31
25,607,4,1998-01-26 22:23:35
22,9361,3,1997-11-07 07:33:45
130,10395,3,1997-11-24 18:34:54
262,85,3,1997-11-17 18:39:08
314,568,5,1997-10-26 17:52:26
13,11412,3,1997-12-17 22:25:02
44,686,4,1997-10-31 23:33:44
16,78,2,1997-10-24 18:30:33
270,1024,5,1997-10-15 22:35:27
248,9802,5,1998-01-11 16:17:13
125,424,5,1997-11-13 20:51:49
234,11412,3,1998-04-11 22:56:12
239,280,5,1998-03-06 10:06:38
15,9433,3,1997-11-13 21:06:06
136,78,4,1997-12-23 03:48:45
223,601,3,1998-04-02 20:58:04
82,9277,4,1997-11-05 22:47:07
145,10153,3,1998-02-25 08:56:07
179,9770,1,1998-04-09 19:49:26
178,826,4,1997-12-22 21:31:46
116,9433,3,1997-10-10 02:51:51
23,686,5,1997-10-13 23:35:04
308,85,4,1998-02-17 17:31:36
188,9390,3,1997-09-24 04:00:48
262,278,5,1997-11-17 18:57:02
223,9614,3,1998-04-02 20:47:47
99,268,4,1998-01-24 22:19:34
83,8984,4,1997-11-23 18:11:30
130,1813,4,1997-10-27 20:35:46
174,251,5,1998-02-03 13:48:49
250,207,4,1997-10-29 02:23:38
285,10218,5,1998-03-22 19:40:36
61,9619,3,1998-03-29 21:20:50
304,10603,1,1998-01-16 16:14:13
37,268,5,1997-11-30 18:52:22
49,9495,1,1998-02-21 13:58:33
303,2074,4,1997-11-14 00:39:19
190,9802,4,1998-03-27 21:21:37
94,85,4,1998-01-27 03:03:51
19,642,5,1998-01-21 20:00:40
194,279,4,1997-11-14 15:37:36
262,12498,3,1997-11-17 18:36:56
188,280,5,1997-09-24 03:52:08
58,2493,5,1998-01-09 00:22:33
134,6623,4,1998-04-04 23:26:33
254,168,4,1998-02-03 02:20:00
248,607,3,1998-01-11 16:24:00
297,756,4,1997-09-26 02:07:38
312,770,5,1998-04-04 14:14:56
110,1637,3,1998-02-09 01:40:49
305,289,5,1998-02-01 08:51:08
141,686,5,1998-01-12 05:52:18
44,3179,4,1997-11-01 01:16:37
186,8854,3,1997-11-08 21:12:51
233,3034,4,1997-11-27 06:06:54
104,9819,2,1998-02-26 03:55:47
1,199,4,1997-11-07 03:29:48
206,9619,1,1998-02-22 20:37:13
230,433,4,1997-11-25 19:03:07
56,172,3,1998-04-15 22:29:34
94,9665,5,1998-04-04 21:28:52
205,2898,4,1998-02-24 01:45:10
14,85,5,1998-03-26 03:01:34
83,38223,3,1997-11-23 17:45:40
279,78,4,1997-09-26 20:48:30
112,9433,4,1998-01-16 23:16:43
18,137,3,1997-11-21 16:41:55
87,89,5,1997-11-18 17:55:34
181,8834,3,1997-11-08 03:53:47
299,9304,2,1997-10-26 15:34:01
66,862,3,1997-12-31 20:48:44
216,85,5,1997-12-06 18:21:28
290,3034,3,1997-11-25 16:27:25
264,794,2,1998-01-30 01:00:31
4,55306,5,1998-04-08 02:25:52
144,10061,3,1998-02-21 23:46:45
5,862,4,1997-09-30 16:09:08
276,510,5,1997-09-20 20:32:06
239,627,5,1998-03-06 10:04:49
130,578,5,1997-09-25 19:48:52
264,712,4,1998-01-30 01:26:36
24,9614,5,1997-09-27 01:14:35
3,4477,1,1998-03-07 02:20:47
101,10545,3,1997-10-18 01:02:44
223,9490,1,1998-04-02 20:26:42
99,2255,3,1998-02-26 05:03:12
160,9504,5,1997-10-14 20:47:58
44,702,3,1997-11-01 01:23:12
210,581,5,1998-02-17 17:27:34
164,12123,4,1998-03-09 00:12:20
299,3179,2,1997-10-26 15:06:54
305,5503,3,1998-02-01 09:11:16
82,8078,1,1998-01-13 17:49:15
109,862,4,1997-11-26 17:00:19
15,199,3,1997-11-13 21:15:30
303,524,4,1997-11-14 00:19:31
194,9504,2,1997-11-14 23:49:40
92,9361,3,1997-09-30 21:46:01
244,16633,3,1997-11-27 04:55:33
85,1645,3,1997-11-18 05:06:58
295,854,4,1997-11-14 14:45:14
181,862,3,1997-11-08 04:13:12
277,8874,4,1997-11-14 21:49:05
279,280,4,1997-09-26 21:50:06
18,769,4,1997-11-21 16:44:00
276,1637,4,1997-12-20 23:06:51
177,13,1,1997-11-21 16:51:28
128,114,4,1997-11-19 19:55:49
25,3034,4,1998-01-26 22:05:37
271,680,3,1998-01-26 21:02:39
274,10003,5,1997-11-07 23:13:26
70,433,5,1998-01-06 05:37:15
311,628,2,1998-01-09 17:16:27
199,2255,5,1998-01-02 23:08:29
59,37233,4,1998-02-23 03:57:34
38,744,5,1998-04-13 01:47:42
104,9772,3,1998-02-25 21:31:15
7,6217,2,1998-03-31 13:57:39
303,9327,4,1997-11-14 05:03:22
210,783,5,1998-02-17 17:23:52
75,9208,3,1998-01-06 01:33:42
85,240,5,1997-11-13 20:50:35
239,11934,3,1998-03-06 10:23:28
59,6950,4,1998-02-23 03:52:01
256,25189,3,1997-12-15 02:08:10
216,207,5,1997-11-23 00:32:25
203,1645,1,1997-11-25 05:15:19
13,218,3,1997-12-07 17:21:36
100,2255,3,1998-03-31 20:09:42
94,10684,4,1998-04-04 20:27:22
13,8291,1,1998-02-01 03:37:09
76,68,4,1997-09-23 15:34:13
294,12123,3,1998-03-07 03:51:44
121,9802,1,1998-03-31 23:56:40
212,28,1,1997-11-12 03:06:14
181,3179,1,1997-11-08 04:25:22
184,279,4,1998-03-14 20:51:56
43,1710,4,1997-10-04 16:10:21
215,2756,3,1998-04-01 13:17:13
62,4232,2,1997-11-12 21:58:29
161,9922,3,1998-03-29 11:16:31
94,1598,3,1998-04-04 20:30:51
311,9331,4,1998-01-09 17:15:12
85,3078,4,1997-12-24 20:25:32
288,783,3,1998-02-01 22:52:45
184,703,5,1998-03-14 20:48:17
151,38223,3,1997-11-14 21:37:37
