keyword_id,keyword
254,cult director
255,theremin
256,handgun
257,trick or treating
258,actor
259,transvestite
260,chicago
261,sports team
262,ghetto
263,narration
264,college
265,sport
266,basketball
267,high school sports
268,inner city
269,high school student
270,android
271,galaxy
272,hermit
273,death star
274,lightsaber
275,jedi
276,rescue mission
278,rebellion
279,planet
280,smuggler
281,the force
282,space opera
283,galactic war
284,stormtrooper
285,totalitarianism
286,montana
287,world war i
288,journey round the world
289,river
290,general
291,research
292,army
293,serum
294,monkey
295,epidemic
296,medical research
297,transporter
298,brothel
299,drug dealer
300,massage
301,stolen money
302,crime boss
303,dance contest
304,junkyard
305,kamikaze
306,ambiguous ending
307,briefcase
308,redemption
309,heirloom
310,pulp fiction
311,reference to al green
312,holiday
313,christmas party
314,santa claus
315,deal
316,christmas tree
317,christmas
318,corruption
319,delinquent
320,parole board
321,escape from prison
322,wrongful imprisonment
323,framed for murder
324,1940s
325,mentally disabled
326,iowa
327,widow
328,dysfunctional family
329,dolphin
330,mascot
331,private detective
332,pets
333,halloween
334,arson
335,detroit
336,vietnam veteran
337,hippie
338,running
339,vietnam
340,vietnam war
341,family relationships
342,bully
343,mother son relationship
344,hugging
345,shrimping
346,wounded soldier
347,park bench
348,amputee
349,upper class
350,love at first sight
351,wedding vows
352,marriage proposal
353,yuppie
354,love of one's life
355,lone wolf
356,snob
357,witness
358,bride
359,bridegroom
360,bridesmaid
361,funeral
362,clumsy fellow
363,wedding
364,gay couple
365,loss of parents
366,wild boar
367,uncle
368,shaman
369,king
370,scar
371,hyena
372,meerkat
373,dual identity
374,bank
375,mockery
376,green
377,balloon
378,jail cell
379,norse mythology
380,fbi
381,tennessee
382,lawyer
383,law firm
384,bar exam
385,undercover
386,surgeon
387,remake
388,betrayal
389,on the run
390,train crash
391,escape
392,fugitive
393,based on tv series
394,u.s. marshal
395,doctor
396,home invasion
397,disguise
398,one armed man
399,manhunt
400,bus accident
401,storm drain
402,suicide
403,new york
404,journalist
405,inventor
406,plan
407,boss
408,investigation
409,company
410,industry
411,party
412,board
413,stocks
414,exotic island
415,dna
416,paleontology
417,tyrannosaurus rex
418,triceratops
419,brontosaurus
420,electric fence
421,island
422,dinosaur
423,amusement park
424,theme park
425,jurassic park
426,shakespeare
427,bachelor
428,new love
429,lover
430,newspaper
431,butler
432,country house
433,loyalty
434,flower
435,nazis
436,jewish
437,britain
438,housekeeper
439,employer
440,artificial intelligence
441,man vs machine
442,cyborg
443,bounty hunter
444,dystopia
445,genetics
446,cyberpunk
447,tech noir
448,neo-noir
449,father son relationship
450,loss of father
451,cocaine
452,illegal prostitution
453,gun violence
454,burglar
455,mischief
456,booby trap
457,home alone
458,suburban chicago
459,mischievous child
460,child
461,magic
462,musical
463,cartoon
464,princess
465,comedy
466,animation
467,arab
469,animal sidekick
470,shotgun
471,post-apocalyptic
472,moral ambiguity
473,mental institution
474,fictional war
475,morphing
476,nuclear weapons
477,shape shifter
478,savior
479,catch phrase
480,countryside
481,suicide attempt
482,culture clash
483,loss of family
484,deserter
485,interpreter
486,language barrier
487,dakota
488,buffalo
489,chief
490,freedom
491,native american
492,19th century
493,lakota
494,psychopath
495,horror
496,suspense
497,psychological thriller
498,cannibal
499,fbi agent
501,cannibalism
502,poison
503,becoming an adult
504,sadness
505,queen
506,attempted murder
507,dying and death
508,appearance
509,candlelight vigil
510,snow white
511,flying car
512,heavy metal
513,cult favorite
514,midnight movie
515,drug use
516,adult animation
517,gulf war
518,u.s. army
519,military spoof
520,florida keys
521,summer
522,san francisco
523,gas attack
524,alcatraz
525,wife husband relationship
526,tornado
527,twister
528,oklahoma
529,metereologist
530,invention
531,climate
532,barn
533,natural disaster
534,cow
535,truck
536,aunt niece relationship
537,storm chaser
538,divorce
539,blackmail
540,striptease
541,police
542,u.s. congress
543,prostitute
544,karaoke
545,dark comedy
546,cable guy
547,family secrets
548,neo-western
549,dark secrets
550,brain tumor
551,telekinesis
552,genius
553,terminal illness
554,psionic power
555,italy
556,patriarch
557,organized crime
558,italian american
559,crime family
560,rise to power
562,women's prison
563,lesbian
564,ex-con
565,politician
566,kansas city
567,election
568,jazz music
569,adolescence
570,clock
571,dream
572,lion
573,scarecrow
575,music
576,kansas
577,classic
580,life and death
581,civil war
582,southern usa
583,loss of child
584,atlanta
585,luxury
586,plantation
587,typhus
588,business woman
589,marriage crisis
590,jupiter
591,technology
592,super computer
593,human being
594,space travel
595,space mission
596,moon base
597,evolution
598,monolith
599,space station
600,washington d.c.
601,senate
602,senator
603,governor
604,camp
605,conservative
606,usa politics
607,political drama
608,diving
609,ocean
610,jules verne
611,captain
612,atlantis
613,deep sea
614,war ship
615,diving suit
616,harpoon
617,ship
618,war
619,scuba diving
620,underwater
621,scuba
622,captain nemo
623,giant  squid
624,resistance
625,austria
626,world war ii
627,music competition
628,salzburg
629,based on play
630,alps
631,governess
632,convent
633,music contest
634,novice
635,puppet show
636,nun in love
637,nazi occupation
638,1930s
639,helicopter
640,terrorist
641,skyscraper
642,s.w.a.t.
643,hostage
644,kidnapping
645,vault
646,fistfight
647,heist
648,one man army
649,walkie talkie
650,christmas eve
651,elevator shaft
652,one night
653,chimp
654,manipulation
655,botanist
656,virtual reality
657,lemonade
658,intelligent
659,assassination
660,amnesia
661,teacher
662,single mother
663,timebomb
664,rogue agent
665,street shootout
666,ex cia agent
667,christmas parade
668,africa
669,bridge
670,kenya
671,animal attack
672,lion attack
673,colonialism
674,swahili
675,stuffed animal
676,drink
677,swinger
678,following someone
679,name calling
680,aspiring actor
681,sex
682,revolution
683,future
684,government
685,control
686,satire
687,robot
688,tyranny
689,cyrogenics
690,anarchic comedy
691,traitor
692,jewelry
693,thief
694,mystery
695,gang
696,plan gone wrong
697,warehouse
698,ensemble cast
699,all male cast
700,told in flashback
701,heist gone wrong
702,foreshadowing
703,rendezvous
704,iconic
705,set in one room
706,uneasy alliance
707,rag tag group
708,famous score
709,hero
710,mine
711,village
712,gore
713,jungle
714,f word
715,soldier
716,battle
717,combat
718,1960s
719,robbery
720,office
721,shop
722,estate agent
723,contest
724,cult film
725,real estate
726,pressure
727,lovesickness
728,loss of lover
729,fighter pilot
730,pilot
731,officer
732,training camp
733,air force
734,airplane
735,dangerous
736,battle assignment
737,hostility
738,secret love
739,pilot school
740,sea
741,flying saucer
742,alien life-form
743,insanity
744,deepsea
745,trapped underwateru00a0
746,thalassophobia
747,paris
748,role of women
749,rebel
750,asteroid
751,space battle
752,snow storm
753,space colony
754,spaceship
755,good vs evil
756,wookie
757,jedi master
758,jedi training
759,droid
760,swashbuckler
761,evil prince
762,reference to socrates
763,reference to plato
764,screwball
765,impersonation
766,saving the world
767,nepal
768,himalaya
769,cairo
770,moses
771,egypt
772,whip
773,treasure
774,medallion
775,leather jacket
776,hat
777,mediterranean
778,ark of the covenant
779,ten commandments
780,treasure hunt
781,excavation
782,swastika
783,archaeologist
784,indiana jones
785,archeologyu00a0
786,bureaucracy
787,police state
788,terror
789,great britain
790,extraterrestrial technology
791,space marine
792,cryogenics
794,warrior woman
795,settler
796,colony
797,alien
798,xenomorph
799,judge
800,jurors
801,sultriness
802,father murder
803,puerto rican
804,anonymity
805,heat
806,group
807,class
808,innocence
809,courtroom
810,guerrilla
811,vietcong
812,cambodia
813,tribe
814,green beret
815,apocalypse
816,death
817,napalm
818,1970s
819,mass murder
820,irish-american
821,drug traffic
822,biography
823,new york city
824,brooklyn new york city
825,crime epic
826,tampa
827,countdown
828,space suit
829,beheading
830,biology
831,cowardice
832,female protagonist
833,outer space
834,parasite
835,h. r. giger
836,clerk
837,arizona
838,shower
839,rain
840,motel
841,secretary
842,corpse
843,murderer
844,proto-slasher
845,country music
846,nun
847,jazz
848,car journey
849,blues
850,concert
851,music instrument
852,children's home
853,shopping mall
854,orphanage
856,church
857,sunglasses
858,parole
859,music band
864,italo-american
865,melancholy
866,praise
867,blood
868,corrupt politician
869,bloody body of child
870,man punches woman
871,kingdom
872,gritty
873,medieval
874,king of england
875,composer
876,opera
877,talent
878,musician
879,god
880,vienna austria
881,envy
882,18th century
883,violent husband
884,paranoia
885,broken nose
886,domestic violence
887,over-the-hill fighter
888,cold war
889,politics
890,historical figure
891,flight
892,space race
893,sound barrier
894,horse race
895,repayment
896,con man
897,mafia boss
898,ragtime
899,reference to mutt and jeff
900,off track betting
901,sting operation
902,alley
903,20th century
904,killer robot
905,sun glasses
906,laser gun
907,urban setting
908,future war
909,philosophy
910,poetry
911,professor
912,literature
913,filmes focados em um professor
914,japan
915,japanese
916,prisoners of war
917,thailand
918,isolation
919,hotelier
920,colorado
921,maze
922,ax
923,delusion
924,loneliness
925,caretaker
926,vision
927,snow
928,writer
929,alcoholic
930,snowed in
931,off season
932,deer
933,blood splatter
934,tape recorder
935,chainsaw
936,spirit
937,over the top
938,shot in the arm
939,book of the dead
940,evil dead
941,eyeball
942,necronomicon
943,tarmac
944,meat cleaver
945,shot through a wall
946,deja vu
947,groundhog
948,weather forecast
949,telecaster
950,pennsylvania
951,alarm clock
952,winter
953,time warp
954,time loop
955,existentialism
956,groundhog day
957,bounty
958,regret
959,mutilation
960,one last job
961,reputation
962,englishman
963,clock tower
964,car race
965,delorean
966,lightning
967,plutonium
968,sports car
969,journey in the past
970,time travel
971,misfit
972,mad scientist
973,fish out of water
974,teenage love
975,destiny
976,hidden identity
977,odd couple
978,escapade
979,disorder
980,chases and races
981,love and romance
982,teenage life
983,misfit partners
984,changing the past or future
985,getting home
986,inventions and discoveries
987,normandy
988,d-day
989,dead soldier
990,tank
991,steel helmet
992,allies
993,total destruction
994,megacity
995,street gang
996,underground
997,stadium
998,experiment
999,atomic bomb
1000,mutation
1001,anime
1002,motorcycle gangs
1003,castle
1004,assistant
1005,frankenstein
1006,laboratory
1007,spoof
1008,horror spoof
1009,scientist
1010,frankenstein's monster
1011,venice
1012,holy grail
1013,library
1014,entrapment
1015,crusader
1016,panzer
1017,order of the templars
1018,restaurant
1019,platonic love
1020,orgasm
1021,male female relationship
1022,child abuse
1023,small town
1024,daughter
1025,cigar smoking
1026,fear
1027,dog
1028,rapist
1029,child murderer
1030,sleep
1031,nightmare
1032,supernatural
1033,slasher
1034,teenager
1035,trapped
1036,boiler room
1037,medical test
1038,dreams
1039,columbia university
1040,federation
1041,starfleet
1042,borg
1043,enterprise-e
1044,obsession
1045,business start-up
1046,repair shop
1047,southern
1048,death threat
1049,story
1050,religious art
1051,hand grenade
1052,cop
1053,sequel
1054,dulles international airport
1055,officer involved shooting
1056,terrorism
1057,sabotage
1058,swat team
1059,air traffic control
1060,commando unit
1061,snowmobile
1062,farewell
1063,peace conference
1064,uss enterprise-a
1065,rura penthe
1066,peace contract
1067,klingon
1068,whale
1069,marine biologist
1070,vulcan
1071,double life
1072,crime fighter
1073,hallucination
1074,vigilante
1075,dark hero
1076,fictional city
1077,super villain
1078,deformed
1079,bird cage
1080,evil circus
1081,christmas holiday
1082,deputy sheriff
1083,ranch
1084,billy the kid
1085,outlaw
1086,neighbor
1087,fishing
1088,atlantic ocean
1089,bathing
1090,shipwreck
1091,police chief
1092,ferry boat
1093,dolly zoom
1094,shark
1095,great white shark
1096,animal horror
1097,white house
1098,mars
1099,usa president
1100,cataclysm
1101,lasergun
1102,ambassador
1103,congress
1104,pest
1105,career
1106,sports agent
1107,casino
1108,sun
1109,television
1110,las vegas
1111,road movie
1112,mohawk
1113,french and indian war
1114,copenhagen
1115,inuit
1116,comet
1117,arctic
1118,northern ireland
1119,new jersey
1120,coming out
1121,bisexuality
1122,menage a trois
1123,comic book
1124,comic-strip artist
1125,mission of murder
1126,school party
1127,high school reunion
1128,group therapy
1129,dancing scene
1130,penthouse apartment
1131,judo
1132,trapdoor
1133,clowning
1134,telescope
1135,swinging
1136,james bond spoof
1137,swinging 60s
1138,duringcreditsstinger
1139,clone
1140,stowaway
1141,arms dealer
1142,end of the world
1143,police chase
1144,cab driver
1145,opera singer
1146,resort hotel
1147,ancient astronaut
1148,archeologist
1149,ancient evil
1150,cruise liner
1151,velociraptor
1152,san diego
1153,fictional place
1154,credit card
1155,kiss
1156,man-woman relation
1157,illegal immigration
1158,deportation
1159,giant cockroach
1160,cannon
1161,stay permit
1162,fictional government agency
1163,new mexico
1164,prime number
1165,star
1166,radio wave
1167,wormhole
1168,fanatic
1169,spirituality
1170,religion
1171,ham radio
1172,alien contact
1173,mechanical engineering
1174,observatory
1175,eccentric man
1176,radio telescope
1177,gorilla
1178,feral child
1179,black hole
1180,crew
1181,alternate dimension
1182,evil spirit
1183,hellgate
1184,burning man
1185,rescue team
1186,supernatural power
1187,trapped in space
1188,distress signal
1189,derelict ship
1190,clown
1191,golden retriever
1192,dog actor
1193,misogynist
1194,russian
1195,defection
1196,jack ryan
1197,steel worker
1198,repossession
1199,male stripper
1200,paraplegic
1201,heart disease
1202,false identity
1203,blood sample
1205,exercise
1207,dystopic future
1208,intelligence
1209,buenos aires
1210,drill instructor
1211,baseball
1212,boston
1213,m.i.t.
1214,harvard university
1215,ambition
1216,mathematics
1217,janitor
1218,irish
1219,university
1220,prodigy
1221,bowling
1222,servant
1223,country life
1224,jane austen
1225,inheritance
1226,military officer
1227,period drama
1228,rainstorm
1229,horse and carriage
1230,decorum
1231,alcohol
1232,screenwriter
1233,alcoholism
1234,alcohol abuse
1235,attempted suicide
1236,robber
1237,hostage-taking
1238,rafting
1239,white water rafting
1240,ku klux klan
1241,mississippi
1242,shooting
1243,trial
1244,racial tension
1245,kkk
1246,racial issues
1247,courtroom drama
1248,lover (female)
1249,golf
1250,woman between two men
1251,identity
1252,burn
1253,landmine
1254,expedition
1255,cave
1256,sandstorm
1257,royal geographic society
1258,cave painting
1259,map
1260,mine clearer
1261,hearing
1262,desert scientist
1263,mural painting
1264,sister sister relationship
1265,sister
1266,leukemia
1267,reunion
1268,cancer
1269,bone marrow transplant
1270,tabloid
1271,news reporter
1272,self-referential
1273,meta film
1274,deification
1275,dancehall hostess
1276,peru00f3nism
1277,argentine president
1278,singing narrator
1279,soccer ball
1280,secret service
1281,secret service agent
1282,colombia
1283,dirty cop
1284,informant
1285,stealing money
1286,marriage counselor
1287,shaving cream
1288,playing cards
1289,california
1290,workaholic
1291,birthday
1292,lie
1293,pregnancy and birth
1294,wish
1295,1990s
1296,ransom
1298,donut
1299,highway
1300,vacation
1301,stranded
1302,deception
1303,redneck
1304,diner
1305,extortion
1306,captive
1307,desert
1308,moving
1309,trucker
1310,stabbing
1311,father-in-law daughter-in-law relationship
1312,beekeeper
1313,orlando florida
1314,biological weapon
1315,face transplant
1316,tragedy
1317,hospital
1318,boat chase
1319,prison escape
1320,criminal gang
1321,golden gun
1322,arch villain
1323,bullet ballet
1324,ultimatum
1325,air force one
1326,aerial combat
1327,conspiracy
1328,fighter plane
1329,american president
1330,hand to hand combat
1331,negotiation
1332,political prisoner
1333,airplane hijack
1334,gay
1335,homophobia
1336,lgbt
1337,morgue
1339,movie star
1343,switchblade
1344,call girl
1345,1950s
1347,thanksgiving
1348,subway
1349,bible
1350,seduction
1351,devil's son
1352,pact with the devil
1353,crooked lawyer
1354,satan
1355,lust
1356,temptation
1357,"manhattan, new york city"
1358,seven deadly sins
1359,ethics
1360,gainesville florida
1361,proof
1362,drag queen
1363,voodoo
1364,savannah
1365,iceberg
1366,panic
1367,titanic
1368,ocean liner
1369,epic
1370,rich woman - poor man
1371,tragic love
1372,class differences
1373,star crossed lovers
1374,steerage
1375,salvage
1376,rich snob
1377,3d
1378,1910s
1379,single parent
1380,waitress
1381,author
1382,rude
1383,obnoxious
1384,unlikely friendship
1385,noodle salad
1386,factory
1387,concentration camp
1388,holocaust
1389,defense industry
1390,the holocaust
1391,adultery
1392,dancer
1393,broken engagement
1394,infidelity
1395,montmartre
1396,gondola
1397,racehorse
1398,grandfather
1399,senility
1400,tourist
1401,jogging
1402,atheist
1403,mistaken identity
1404,wealth
1405,unfaithfulness
1406,lingerie slip
1407,escaped convict
1408,singing
1409,maid
1410,waiter
1411,wake
1412,jewelry store
1413,unwanted kiss
1414,funeral home
1415,central park
1416,ghost
1417,opposites attract
1418,engagement ring
1419,jumping rope
1420,autumn
1421,park avenue
1422,parolee
1423,x-ray
1424,jeweler
1425,fiancu00e9e
1426,mayor
1427,evacuation
1428,lava
1429,volcano
1430,cabin
1431,lovers
1432,partnership
1433,volcanologist
1434,seismograph
1435,volcanic eruption
1436,rowboat
1437,catastrophe
1438,acid
1439,county fair
1440,abandoned mine
1441,volcanic ash
1442,poem
1443,middle east
1444,navy
1445,sexism
1446,navy seal
1447,feminist
1448,commando
1449,mental health
1450,u.s. military
1451,army base
1452,reconnaissance
1453,sexual discrimination
1454,burned alive
1455,bad cop
1456,car accident
1457,nypd
1458,world trade center
1460,cia
1461,assassin
1462,taxi driver
1463,wheelchair
1464,theory
1465,cover-up
1466,torture
1467,target
1468,geronimo
1469,newsletter
1470,photographer
1471,grizzly bear
1472,wilderness
1473,supermodel
1474,emergency landing
1475,bear
1476,covered investigation
1477,north carolina
1478,missing person
1479,danger of life
1480,birthday party
1481,surprising
1482,museum
1483,hostage drama
1484,pornography
1485,porn actor
1486,pornographic video
1487,from rags to riches
1489,gay lead character
1490,half sister
1491,london england
1492,bomb
1493,tv show
1494,theatre milieu
1495,agent
1496,mercenary
1497,impalement
1498,cloning
1499,flamethrower
1500,disembowelment
1501,gene manipulation
1502,man in wheelchair
1503,breeding
1504,genetic engineering
1505,regeneration
1506,alien queen
1507,explosive decompression
1508,swimming underwater
1509,christianity
1510,coma
1511,radio station
1512,texas
1513,apostle
1514,minister
1515,louisiana
1516,writer's block
1517,underworld
1518,arms deal
1519,weapon
1520,armored car
1521,crook
1522,pop
1523,pop culture
1524,pop star
1525,sea monster
1526,jewel heist
1527,armed robbery
1528,raumschiffabsturz
1529,ocean floor
1530,principal witness
1531,brother
1533,self-destruction
1534,lunatic asylum
1535,basic rights and human rights
1536,psychiatrist
1537,anti hero
1538,secret agent
1539,based on comic book
1540,burn victim
1541,indigenous
1542,human animal relationship
1543,bat
1544,puberty
1545,high school
1546,make a match
1547,spoiled child
1548,gay interest
1549,conflict
1550,monster
1551,jekyll and hyde
1552,housemaid
1553,female nudity
1554,go-go dancer
1555,spanner
1556,sexappeal
1557,exploding planet
1558,mountain cabin
1559,solar system
1560,manager
1561,bad mother-in-law
1562,adoption
1563,family's daily life
1564,stone age
1565,spy
1566,gun
1567,horseback riding
1568,terrorist plot
1569,top secret
1570,woman with glasses
1571,hit with a telephone
1572,truth serum
1573,mushroom cloud
1574,jackhammer
1575,key west
1576,countess
1577,security camera
1578,carousel
1579,counterfeit
1580,framed
1581,roller coaster
1582,beverly hills
1583,buddy comedy
1584,movie in movie
1585,magical object
1586,cartoon cat
1587,ticket
1588,projectionist
1589,child's point of view
1590,parents kids relationship
1591,nanny
1592,mask
1593,custody battle
1594,fake identity
1595,housewife
1596,protection
1597,motherly love
1598,evil mother
1599,perfection
1600,royalty
1601,based on video game
1602,multiple dimensions
1603,money transfer
1604,money laundering
1605,pottery
1606,afterlife
1607,spiritism
1608,chemical
1609,fairy
1610,pinocchio
1611,carnival
1612,nose
1613,puppet
1614,pool
1615,conscience
1616,jackass
1617,figaro
1618,sneezing
1619,headquarter
1620,secret mission
1621,prague
1622,tgv
1623,mission
1624,espionage
1625,blow job
1626,curse
1627,fat suit
1628,steven king
1629,handicap
1630,sexual favor
1631,star spangled banner
1632,bowling team
1633,hair loss
1634,biblical interpretation
1635,comb over
1636,female stripper
1637,inflatable doll
1638,combover
1639,unlikely lovers
1640,kingpin
1641,carriage
1642,"lancaster, pa"
1643,overweight
1644,overweight man
1645,brother sister relationship
1646,confidence
1647,laughing
1648,chimney sweeper
1649,live action and animation
1650,homesickness
1651,operation
1652,hiding place
1653,riding a bicycle
1654,prosecution
1655,flowerpot
1656,finger
1657,single
1658,black people
1659,arbitrary law
1660,tree house
1661,wrong accusal
1662,farm worker
1663,intolerance
1664,exclusion
1665,defence
1666,scotland
1667,swordplay
1668,sword
1669,cut-off head
1670,immortality
1671,orchestra
1672,classical music
1673,musical segments
1674,wyoming
1675,loot sharing
1676,monk
1677,prophecy
1678,rottweiler
1679,revelation
1680,aggression by animal
1681,photography
1682,paranormal phenomena
1683,uss enterprise
1684,self sacrifice
1685,spacecraft
1686,sha-ka-ree
1687,loss of brother
1688,liberation of hostage
1689,romulans
1690,graduation
1691,gossip
1692,makeover
1693,based on stage musical
1694,automobile racing
1695,nostalgic
1696,greaser
1697,wolf whistle
1698,school dance
1699,animated credits
1700,pep rally
1701,wrong side of the tracks
1702,mooning
1703,school principal
1704,sailing
1705,boat accident
1706,current
1707,high-tension current
1708,tourism
1709,presidential election
1710,watergate scandal
1711,retirement
1712,wyatt earp
1713,medal
1714,despot
1715,forest
1716,knight
1717,dragonheart
1718,drug addiction
1719,junkie
1720,heroin
1721,cold turkey
1722,modern society
1723,surrealism
1724,stealing
1725,monologue
1726,recovering drug addict
1727,illegal drugs
1728,drug deal
1729,drug rehabilitation
1730,drug culture
1731,antihero
1732,divorced woman
1733,reunited friends
1734,age difference
1735,flat
1736,spaghetti
1737,tennis racket
1738,romantic comedy
1739,extramarital affair
1740,cross dressing
1741,band
1742,spats
1743,all girl band
1744,st. valentine's day massacre
1745,sugar
1746,valentine's day
1747,dressing
1748,love triangle
1749,casablanca
1750,emigration
1751,visa
1752,patriotism
1753,nationalism
1754,melodrama
1755,film noir
1756,transformation
1757,flower girl
1758,colonel
1759,wager
1760,suitor
1761,tutor
1762,aristocrat
1763,linguist
1764,street
1765,high society
1766,guttersnipe
1767,class prejudice
1768,angel
1769,great depression
1770,feel-good ending
1771,guardian angel
1772,depression
1773,political activism
1774,loss of sense of reality
1775,brother-in-law
1776,new orleans
1777,middle aged woman
1778,brother-in-law sister-in-law relationship
1779,light bulb
1780,expectant father
1781,off screen rape
1782,arabian
1783,horse
1784,jerusalem
1785,british army
1786,british empire
1787,damascus
1788,camel
1789,ottoman empire
1790,neurosis
1791,comedian
1792,job interview
1793,singer
1794,breaking the fourth wall
1795,talking to the audience
1796,volkswagen beetle
1798,switzerland
1799,prisoner
1800,claustrophobia
1801,machinegun
1802,attempt to escape
1803,uniform
1804,prison guard
1807,motorcycle
1809,friend
1812,muslim
1813,indian lead
1814,demonstration
1815,imprisonment
1816,release from prison
1817,south africa
1818,bravery
1819,hunger strike
1820,morning prayer
1821,hindu
1822,independence
1823,political negotiations
1824,conference
1825,nonviolent resistance
1826,apartheid
1827,protest
1828,independence movement
1829,bombay india
1830,strike
1831,prayer
1832,world religion
1833,hinduism
1834,mahatma gandhi
1835,calcutta
1836,letter
1837,jumping
1838,child prodigy
1839,pianist
1840,concert hall
1841,breakdown
1842,rome
1843,portland
1844,generations confilct
1845,idaho
1846,hustler
1847,german
1848,seattle
1849,narkolepsy
1850,pink bathrobe
1851,prostitution
1852,gay sex
1853,incest
1854,tzar
1855,russian revolution
1856,train explosion
1857,foreign language adaptation
1858,exploding train
1859,new york subway
1860,train robbery
1861,martial arts
1862,sorcerer
1863,tournament
1864,forbidden love
1865,gold rush
1866,romance
1867,virginia
1868,reference to pizarro
1869,jamestown virginia
1870,pug dog
1871,cross cultural relationship
1872,musket
1873,animate tree
1874,indian chief
1875,based on folk tale
1876,17th century
1877,shamanism
1878,songs
1879,indians vs. settlers
1880,powhatan
1881,land claim
1882,half vampire
1883,canyon
1884,major
1885,train
1886,park ranger
1887,nuclear device
1888,boxing
1889,stealth aircraft
1890,humvee
1891,highlands
1892,violent man
1893,gold
1894,simon says
1895,dump truck
1896,aqueduct
1897,federal reserve bank
1898,telepathy
1899,instinct
1900,femme fatale
1901,decapitation
1902,sexual attraction
1903,cocoon
1904,scientists
1905,alien dna
1906,tattoo
1907,mutant
1908,water
1909,doomsday
1910,mother
1911,fantasy
1912,passion
1913,TRUE
1914,relationship
1915,pity
1916,bite
1917,fang vamp
1919,pistol
1920,anthology
1921,evil doll
1922,hood
1923,sniper
1924,bomber
1925,insurgence
1926,coast guard
1927,spying
1928,car bomb
1929,drug cartel
1930,infantry
1931,political cover-up
1932,bus
1933,bus ride
1934,bomb planting
1935,heal
1936,werewolf
1937,wretch
1938,doc holliday
1939,rocky mountains
1940,hijacking
1941,suitcase
1942,climbing
1943,mountain climbing
1944,mountain
1945,sexuality
1946,strangeness
1947,new zealand
1948,maori
1949,arranged marriage
1950,piano lessons
1951,deceived husband
1952,marriage
1953,sex addiction
1954,hitwoman
1955,underdog
1956,mexican revolution
