movie_id,title,release,vote_average,vote_count
10391,Bless the Child,2000,4.9,71
8970,The Out-of-Towners,1999,5,45
9306,The Island of Dr. Moreau,1996,4.6,147
11370,The Musketeer,2001,5.2,56
12184,The Other Boleyn Girl,2008,6.4,477
1921,Sweet November,2001,6.4,278
1683,The Reaping,2007,5.4,205
203,Mean Streets,1973,7.2,345
62835,Colombiana,2011,6.5,824
18937,Quest for Camelot,1998,6.9,190
13536,City By The Sea,2002,5.7,92
15556,At First Sight,1999,5.9,48
10718,Torque,2004,4.7,119
1887,Marie Antoinette,2006,6.5,642
6071,Kiss of Death,1995,5.7,81
10461,Get Carter,2000,4.8,145
80278,The Impossible,2012,7,2025
12704,Ishtar,1987,4.2,28
10315,Fantastic Mr. Fox,2009,7.5,1176
16643,Life or Something Like It,2002,5.7,124
2687,Memoirs of an Invisible Man,1992,5.7,125
194,Amélie,2001,7.8,3310
11025,New York Minute,2004,5.5,185
8849,Alfie,2004,5.6,248
78698,Big Miracle,2012,6.6,152
30943,The Deep End of the Ocean,1999,5.9,54
9544,FearDotCom,2002,3.2,105
24418,Cirque du Freak: The Vampire's Assistant,2009,5.5,348
7288,Duplex,2003,5.9,482
14655,Soul Men,2008,6.3,47
24575,Raise the Titanic,1980,5.2,21
10366,Universal Soldier: The Return,1999,4.2,135
19898,Pandorum,2009,6.5,774
4965,Impostor,2001,6.1,135
15074,Extreme Ops,2002,5,28
56715,Just Visiting,2001,4.8,171
1272,Sunshine,2007,7,1182
72358,A Thousand Words,2012,6,373
20542,Delgo,2008,5.4,15
266396,The Gunman,2015,5.5,392
9978,Stormbreaker,2006,5.1,213
8271,Disturbia,2007,6.6,1006
5353,The Hunting Party,2007,6.6,96
14392,The Warlords,2007,6.3,83
19495,Nomad: The Warrior,2005,4.3,17
110415,Snowpiercer,2013,6.7,2854
77459,A Monster in Paris,2011,6.5,313
26486,The Last Shot,2004,5.9,15
256040,Baahubali: The Beginning,2015,7.5,135
24420,The Time Traveler's Wife,2009,6.7,798
1257,Because I Said So,2007,5.8,191
16320,Serenity,2005,7.4,1264
8842,Against the Ropes,2004,4.5,32
9531,Superman III,1983,5.3,490
64807,Grudge Match,2013,6,433
12289,Red Cliff,2008,7.1,205
20943,The Ugly Truth,2009,6.4,972
9488,Spy Kids 2: The Island of Lost Dreams,2002,5.3,521
44865,The Grandmaster,2013,6.3,273
55787,Water for Elephants,2011,6.7,850
257932,Dragon Nest: Warriors' Dawn,2014,6.8,19
1957,Enough,2002,6.2,264
10833,Heartbreakers,2001,5.7,254
256961,Paul Blart: Mall Cop 2,2015,5,567
12312,Joe Somebody,2001,5.5,40
622,The Ninth Gate,1999,6.3,756
12508,Rock Star,2001,6,190
25793,Precious,2009,6.9,417
1091,The Thing,1982,7.8,1588
87421,Riddick,2013,6.2,2035
13503,Texas Rangers,2001,5.4,19
13600,City of Ember,2008,6.2,605
68722,The Master,2012,7,701
14324,Virgin Territory,2007,4.3,75
14325,The Express,2008,7.1,71
312221,Creed,2015,7.3,1915
23168,The Town,2010,7,1468
76494,What to Expect When You're Expecting,2012,5.8,594
10488,Nim's Island,2008,5.6,330
96721,Rush,2013,7.7,2277
334,Magnolia,1999,7.5,825
23742,Cop Out,2010,5.3,511
259694,How to Be Single,2016,5.9,1201
62837,Dolphin Tale,2011,6.7,163
8966,Twilight,2008,5.8,3561
8470,John Q,2002,7,594
11001,Blue Streak,1999,6.1,352
138832,We're the Millers,2013,6.8,2972
16911,The Inhabited Island,2008,5.3,23
36670,Never Say Never Again,1983,5.8,338
23048,Hot Tub Time Machine,2010,6,894
227735,Dolphin Tale 2,2014,6.7,96
2155,Reindeer Games,2000,5.4,173
31908,Ghosts of Mississippi,1996,6.2,40
10219,Snow Falling on Cedars,1999,6.3,32
48171,The Rite,2011,5.8,556
75531,Isn't She Great,2000,4.6,14
11802,Space Chimps,2008,5.2,99
9776,Head of State,2003,5.3,71
18785,The Hangover,2009,7.2,6173
365222,Ip Man 3,2015,6.5,379
817,Austin Powers: The Spy Who Shagged Me,1999,6.2,1011
943,Lethal Weapon 3,1992,6.4,811
22881,The Blind Side,2009,7.2,1597
10054,Spy Kids,2001,5.5,867
51540,Horrible Bosses,2011,6.5,2277
44264,True Grit,2010,7.2,1668
350,The Devil Wears Prada,2006,7,3088
109431,Identity Thief,2013,5.6,1645
8065,21,2008,6.5,1375
271718,Trainwreck,2015,5.9,1181
11638,Guess Who,2005,5.5,225
11459,Sky High,2005,5.8,550
377,A Nightmare on Elm Street,1984,7.2,1180
8843,The Cell,2000,6,436
9313,The Man in the Iron Mask,1998,6.3,1018
39486,Secretariat,2010,6.8,103
1273,TMNT,2007,6,345
13920,Radio,2003,6.8,141
50544,Friends with Benefits,2011,6.5,2237
325133,Neighbors 2: Sorority Rising,2016,5.6,1462
140823,Saving Mr. Banks,2013,7.3,1226
1883,Malcolm X,1992,7.2,370
89492,This Is 40,2012,5.6,896
22949,Old Dogs,2009,5.2,210
12437,Underworld: Rise of the Lycans,2009,6.2,1428
2959,License to Wed,2007,5.2,253
9957,The Benchwarmers,2006,5.2,242
11648,Must Love Dogs,2005,5.8,140
1576,Resident Evil,2002,6.4,2065
609,Poltergeist,1982,7,794
5516,The Ladykillers,2004,6,415
13051,Max Payne,2008,5.2,613
49530,In Time,2011,6.7,3417
34806,The Back-Up Plan,2010,5.7,458
49022,Something Borrowed,2011,5.9,296
11469,Black Knight,2001,5.1,287
23479,The Bad News Bears,1976,6.9,97
423,The Pianist,2002,8,1864
2447,The Nativity Story,2006,6.4,35
10066,House of Wax,2005,5.5,677
2288,Closer,2004,6.7,811
88794,J. Edgar,2011,6,741
13515,Mirrors,2008,6,485
11979,Queen of the Damned,2002,5.4,239
169,Predator 2,1990,5.9,730
8090,Untraceable,2008,5.9,238
11622,Blast from the Past,1999,6.3,245
3604,Flash Gordon,1980,6.1,233
9541,Jersey Girl,2004,5.8,325
94348,Alex Cross,2012,5.1,300
8197,Midnight in the Garden of Good and Evil,1997,6.3,157
336004,Heist,2015,5.6,318
35019,Nanny McPhee and the Big Bang,2010,6,436
10410,Hoffa,1992,6.1,81
8836,The X Files: I Want to Believe,2008,5.5,523
321741,Concussion,2015,7,823
59965,Abduction,2011,5.6,961
14175,Valiant,2005,5.2,235
11004,Wonder Boys,2000,6.9,161
11918,Superhero Movie,2008,4.9,379
98357,Broken City,2013,5.7,593
10012,Cursed,2005,5.1,167
49526,Premium Rush,2012,6.2,832
268920,Hot Pursuit,2015,5.4,647
9093,The Four Feathers,2002,6.5,159
119283,Parker,2013,5.7,1455
11823,Wimbledon,2004,6,293
35169,Furry Vengeance,2010,4.6,149
118957,Bait,2012,5.3,191
849,Krull,1983,5.8,129
4515,Lions for Lambs,2007,6,216
18886,Flight of the Intruder,1991,5.7,31
6575,Walk Hard: The Dewey Cox Story,2007,6.6,212
6440,The Shipping News,2001,6.4,108
13496,American Outlaws,2001,5.7,55
18320,The Young Victoria,2009,7,322
22787,Whiteout,2009,5.3,220
8967,The Tree of Life,2011,6.5,987
37498,Knock Off,1998,4.7,64
144336,Sabotage,2014,5.5,555
9616,The Order,2003,4.8,91
13056,Punisher: War Zone,2008,5.6,294
14113,Zoom,2006,4.9,135
285783,The Walk,2015,6.9,1121
49478,Warriors of Virtue,1997,4.7,9
9726,A Good Year,2006,6.5,357
20763,Radio Flyer,1992,6.6,53
9702,Bound by Honor,1993,7.7,115
9311,Smilla's Sense of Snow,1997,6.6,60
9280,Femme Fatale,2002,6.2,142
26843,Lion of the Desert,1981,7.4,34
11876,The Horseman on the Roof,1995,6.7,25
22267,Ride with the Devil,1999,6.6,49
45958,Biutiful,2010,7,291
1969,Bandidas,2006,5.8,307
310706,Black Water Transit,2009,0,0
198663,The Maze Runner,2014,7,5371
239573,Unfinished Business,2015,5,320
10436,The Age of Innocence,1993,7,169
1381,The Fountain,2006,6.8,827
2162,Chill Factor,1999,5.3,29
127493,Stolen,2012,5.1,344
12429,Ponyo,2008,7.5,926
228205,The Longest Ride,2015,7.3,1064
2900,The Astronaut's Wife,1999,5.4,254
21311,I Dreamed of Africa,2000,5.3,18
77875,Playing for Keeps,2012,5.4,240
192136,Mandela: Long Walk to Freedom,2013,6.5,224
18254,Reds,1981,7.1,67
881,A Few Good Men,1992,7.1,877
10877,Exit Wounds,2001,5.3,110
9600,Big Momma's House,2000,5.6,506
202575,Thunder and the House of Magic,2013,6.3,121
71469,The Darkest Hour,2011,4.8,469
85446,Step Up Revolution,2012,6.7,663
326,Snakes on a Plane,2006,5.1,497
10685,The Watcher,2000,4.9,110
7220,The Punisher,2004,6.1,766
9763,Goal!: The Dream Begins,2005,6.6,238
72387,Safe,2012,6.3,799
12596,Pushing Tin,1999,5.7,116
1892,Return of the Jedi,1983,7.9,4665
13460,Doomsday,2008,5.8,363
8055,The Reader,2008,7.2,813
50647,Wanderlust,2012,5.3,394
10719,Elf,2003,6.4,987
11888,Snow Dogs,2002,5.3,185
9647,Scrooged,1988,6.7,390
9353,Nacho Libre,2006,5.6,359
55721,Bridesmaids,2011,6.5,1661
109414,This Is the End,2013,6.3,2359
10307,Stigmata,1999,6,242
11978,Men of Honor,2000,7,544
22907,Takers,2010,6,394
87567,The Big Wedding,2013,5.7,414
38322,"Big Mommas: Like Father, Like Son",2011,5.3,313
45612,Source Code,2011,7.1,2699
7305,Alive,1993,6.7,374
3594,The Number 23,2007,6.3,1018
157841,The Young and Prodigious T.S. Spivet,2013,6.7,232
11519,1941,1979,5.6,143
12920,Dreamer: Inspired By a True Story,2005,6.3,67
59,A History of Violence,2005,6.9,832
9335,Transporter 2,2005,6.2,1061
11141,Laws of Attraction,2004,5.6,104
8649,Bringing Out the Dead,1999,6.6,225
31867,Repo Men,2010,6.2,620
10253,Dragon Wars: D-War,2007,4,104
124459,The Incredible Burt Wonderstone,2013,5.3,724
24662,Cats Don't Dance,1997,7.1,24
32274,Cradle Will Rock,1999,7.2,18
182,The Good German,2006,5.9,86
5494,George and the Dragon,2004,5,13
38073,Going the Distance,2010,6,262
2054,Mr. Holland's Opus,1995,6.9,113
302156,Criminal,2016,5.7,557
606,Out of Africa,1985,7,279
87502,Flight,2012,6.5,2415
698,Moonraker,1979,5.9,541
120467,The Grand Budapest Hotel,2014,8,4519
11313,Hearts in Atlantis,2001,6.4,131
6488,Arachnophobia,1990,6.2,433
10559,Frequency,2000,7,462
296099,Vacation,2015,6.2,1195
1574,Chicago,2002,6.9,677
9032,Big Daddy,1999,6.1,875
2770,American Pie 2,2001,6,1344
72570,The Vow,2012,7,1293
27569,Extraordinary Measures,2010,6,89
10637,Remember the Titans,2000,7.4,821
1669,The Hunt for Red October,1990,7.2,957
132363,The Butler,2013,7.2,1101
9472,DodgeBall: A True Underdog Story,2004,6.2,981
2907,The Addams Family,1991,6.7,848
807,Se7en,1995,8.1,5765
17654,District 9,2009,7.3,3382
11836,The SpongeBob SquarePants Movie,2004,6.7,574
322,Mystic River,2003,7.6,1422
70,Million Dollar Baby,2004,7.7,2439
9535,Analyze This,1999,6.4,503
11036,The Notebook,2004,7.7,3067
6557,27 Dresses,2008,6.1,978
18126,Hannah Montana: The Movie,2009,6,449
16340,Rugrats in Paris: The Movie,2000,6,100
10333,The Prince of Tides,1991,5.9,56
4476,Legends of the Fall,1994,7.2,619
22947,Up in the Air,2009,6.7,1205
2755,About Schmidt,2002,6.7,362
82654,Warm Bodies,2013,6.4,2652
59967,Looper,2012,6.6,4697
16300,Down to Earth,2001,4.9,95
82696,Hope Springs,2012,5.8,284
9870,Forgetting Sarah Marshall,2008,6.4,1172
8780,Baby Mama,2008,5.8,205
9715,Hope Floats,1998,5.8,81
10521,Bride Wars,2009,5.9,856
10762,Without a Paddle,2004,5.3,214
10096,13 Going on 30,2004,6.3,1204
59436,Midnight in Paris,2011,7.4,1990
227783,The Nut Job,2014,5.5,319
4133,Blow,2001,7.4,1317
10207,Message in a Bottle,1999,5.8,196
21972,Like Mike,2002,5.7,100
707,A View to a Kill,1985,6,506
533,The Curse of the Were-Rabbit,2005,6.8,643
6023,P.S. I Love You,2007,6.9,977
6439,Racing Stripes,2005,5.1,123
4347,Atonement,2007,7.4,1049
37056,Letters to Juliet,2010,6.6,796
4105,Black Rain,1989,6.2,243
76489,The Three Stooges,2012,4.9,140
3933,Corpse Bride,2005,7.2,1894
9918,Glory Road,2006,7.2,144
273481,Sicario,2015,7.2,2416
307081,Southpaw,2015,7.3,2067
16871,Drag Me to Hell,2009,6.2,966
293863,The Age of Adaline,2015,7.4,1990
13156,Secondhand Lions,2003,6.9,260
41233,Step Up 3D,2010,6.6,582
9266,Blue Crush,2002,5.6,159
1262,Stranger Than Fiction,2006,7.1,721
4513,30 Days of Night,2007,6.2,767
22970,The Cabin in the Woods,2012,6.5,2263
7278,Meet the Spartans,2008,3.7,359
9013,Midnight Run,1988,7.2,238
865,The Running Man,1987,6.4,703
10776,Little Shop of Horrors,1986,6.6,384
50456,Hanna,2011,6.5,1263
59861,Larry Crowne,2011,5.7,359
133805,Carrie,2013,5.8,1463
12763,Take the Lead,2006,6.6,162
9766,Gridiron Gang,2006,6.5,206
14034,What's the Worst That Could Happen?,2001,5.1,66
12244,9,2009,6.6,1262
109421,Side Effects,2013,6.4,1323
11137,The Prince & Me,2004,5.9,278
51162,Winnie the Pooh,2011,6.8,258
10152,Dumb and Dumberer: When Harry Met Lloyd,2003,4.1,210
9452,Bulworth,1998,6.3,66
239566,Get on Up,2014,6.4,158
53113,One True Thing,1998,6.2,27
4474,My Super Ex-Girlfriend,2006,4.8,442
184346,Deliver Us from Evil,2014,5.9,690
48340,Sanctum,2011,5.8,339
14846,Little Black Book,2004,5.2,112
72207,The Five-Year Engagement,2012,5.7,457
43539,The Next Three Days,2010,6.9,905
9920,Ultraviolet,2006,4.8,458
8978,Assault on Precinct 13,2005,6,311
8869,Eight Legged Freaks,2002,5.4,295
43347,Love & Other Drugs,2010,6.6,1233
3489,88 Minutes,2007,5.7,313
9701,North Country,2005,6.8,125
2122,The Whole Ten Yards,2004,5.5,278
37707,Splice,2009,5.5,671
10658,Howard the Duck,1986,5.1,221
13150,Pride and Glory,2008,6.3,240
9042,The Cave,2005,5.1,202
11208,Wicker Park,2004,6.7,157
58151,Fright Night,2011,6,603
11400,The New World,2005,6.4,330
10350,Wing Commander,1999,4,72
28902,In Dreams,1999,5.4,44
14164,Dragonball Evolution,2009,2.9,462
76640,The Last Stand,2013,5.7,1266
11058,Godsend,2004,4.7,114
14844,Chasing Liberty,2004,6.1,152
57089,Hoodwinked Too! Hood VS. Evil,2011,4.8,131
1947,An Unfinished Life,2005,6.7,161
8054,The Imaginarium of Doctor Parnassus,2009,6.3,869
46829,Barney's Version,2010,7.2,129
146238,Runner Runner,2013,5.5,543
9989,Antitrust,2001,5.8,153
311,Once Upon a Time in America,1984,8.2,1069
102362,Dead Man Down,2013,5.9,638
11162,The Merchant of Venice,2004,6.7,144
6016,The Good Thief,2003,6,31
17186,Supercross,2005,5.4,29
13967,Miss Potter,2006,6.3,141
9053,DOA: Dead or Alive,2006,5,205
4512,The Assassination of Jesse James by the Coward Robert Ford,2007,7,776
76349,1911,2011,5,41
31203,Little Nicholas,2009,5.9,306
265208,Wild Card,2015,5.4,656
45610,Machine Gun Preacher,2011,6.4,286
50135,Animals United,2010,5.5,90
1874,Goodbye Bafana,2007,7,38
271331,United Passions,2014,3,16
215211,Grace of Monaco,2014,5.8,195
367961,Savva. Heart of the Warrior,2015,6.4,7
10955,Ripley's Game,2002,6.6,69
223702,Sausage Party,2016,5.6,2238
254470,Pitch Perfect 2,2015,6.8,1940
69,Walk the Line,2005,7.3,718
4967,Keeping the Faith,2000,5.9,159
9449,The Borrowers,1997,5.8,135
11499,Frost/Nixon,2008,7.2,328
4912,Confessions of a Dangerous Mind,2002,6.6,275
12771,Serving Sara,2002,5,85
323676,The Boss,2016,5.5,431
12506,Cry Freedom,1987,6.9,51
24071,Mumford,1999,6.3,26
11249,Seed of Chucky,2004,4.9,287
9667,The Jacket,2005,6.8,455
277216,Straight Outta Compton,2015,7.7,1355
87,Indiana Jones and the Temple of Doom,1984,7.1,2781
14444,The Rugrats Movie,1998,5.7,147
2043,Along Came a Spider,2001,6.1,400
315664,Florence Foster Jenkins,2016,6.6,392
1428,Once Upon a Time in Mexico,2003,6.2,594
15373,Role Models,2008,6.4,564
318846,The Big Short,2015,7.3,2607
26320,Taking Woodstock,2009,6.2,127
14292,Miracle,2004,7,159
924,Dawn of the Dead,2004,6.8,1016
2018,The Wedding Planner,2001,5.5,427
192577,Space Pirate Captain Harlock,2013,6.5,356
9428,The Royal Tenenbaums,2001,7.4,1286
2832,Identity,2003,7.1,1061
137093,Last Vegas,2013,6.4,799
699,For Your Eyes Only,1981,6.3,490
9778,Serendipity,2001,6.6,521
9398,Zoolander,2001,6.1,1337
112949,Safe Haven,2013,6.9,823
10439,Hocus Pocus,1993,6.4,471
3638,No Reservations,2007,6.1,327
23483,Kick-Ass,2010,7.1,4645
62206,30 Minutes or Less,2011,5.6,531
10577,Dracula 2000,2000,4.6,148
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.1,493
4348,Pride & Prejudice,2005,7.7,1358
192102,3 Days to Kill,2014,6,883
2001,We Own the Night,2007,6.5,323
10383,Lost Souls,2000,4.5,38
11516,Winged Migration,2001,7,49
10025,Just My Luck,2006,5.8,491
15198,"Mystery, Alaska",1999,6,69
23172,The Spy Next Door,2010,5.5,345
10016,Ghosts of Mars,2001,4.8,296
10317,Our Brand Is Crisis,2015,5.8,195
58431,Pride and Prejudice and Zombies,2016,5.5,640
13092,How to Lose Friends & Alienate People,2008,6.2,244
59859,Kick-Ass 2,2013,6.3,2224
13495,Alatriste,2006,5.6,61
254473,Brick Mansions,2014,5.7,615
700,Octopussy,1983,6.2,527
4964,Knocked Up,2007,6.2,1214
10024,My Sister's Keeper,2009,7.1,598
13490,Welcome Home Roscoe Jenkins,2008,5.7,57
15927,A Passage to India,1984,6.9,67
1259,Notes on a Scandal,2006,6.9,235
5125,Rendition,2007,6.2,205
174,Star Trek VI: The Undiscovered Country,1991,6.7,413
9583,Divine Secrets of the Ya-Ya Sisterhood,2002,5.6,65
9437,Kiss the Girls,1997,6.2,345
63574,Joyful Noise,2012,6.7,33
245,About a Boy,2002,6.6,607
9825,Lake Placid,1999,5.5,247
186,Lucky Number Slevin,2006,7.4,1323
61891,Anonymous,2011,6.3,288
34584,The NeverEnding Story,1984,7,1002
12783,The Duchess,2008,6.7,396
13155,Return to Oz,1985,6.7,120
28355,Case 39,2009,6.1,563
8080,Suspect Zero,2004,5.5,98
5126,Martian Child,2007,6.8,79
56288,Spy Kids: All the Time in the World,2011,4.4,222
303858,Money Monster,2016,6.5,1068
1613,The 51st State,2001,5.9,173
31582,Flawless,1999,5.9,56
16617,Mindhunters,2004,6.3,333
8944,What Just Happened,2008,5.2,127
41488,The Statement,2003,5.9,23
37028,The Magic Flute,2006,6.9,6
14560,Paul Blart: Mall Cop,2009,5.2,788
10330,Freaky Friday,2003,6,879
6957,The 40 Year Old Virgin,2005,6.2,1983
1934,Shakespeare in Love,1998,6.8,796
169917,A Walk Among the Tombstones,2014,6.2,1131
951,Kindergarten Cop,1990,5.8,628
10189,Pineapple Express,2008,6.6,1148
9454,Ever After: A Cinderella Story,1998,6.8,399
2055,Open Range,2003,7,262
1551,Flatliners,1990,6.3,404
11460,Red Eye,2005,6.2,455
9358,Final Destination 2,2003,5.9,1023
22894,Legion,2010,5.2,629
134374,Pain & Gain,2013,6.1,1573
1901,In Good Company,2004,5.9,194
15028,Clockstoppers,2002,4.9,89
11509,Silverado,1985,7.1,146
7445,Brothers,2009,6.8,633
17047,Agent Cody Banks 2: Destination London,2004,5.2,144
62838,New Year's Eve,2011,5.7,718
2057,Original Sin,2001,5.8,198
70436,The Raven,2012,6.1,426
8011,Highlander: The Final Dimension,1994,4.5,110
31640,Blood and Wine,1996,5.5,34
9092,Snow White: A Tale of Terror,1997,6,62
2779,The Curse of the Jade Scorpion,2001,6.5,165
316002,Accidental Love,2015,3.9,95
238615,Self/less,2015,6.3,1091
615,The Passion of the Christ,2004,6.9,864
380,Rain Man,1988,7.6,1709
13223,Gran Torino,2008,7.8,3086
10523,W.,2008,6.1,143
8681,Taken,2008,7.2,4369
239571,The Best of Me,2014,7.2,765
619,The Bodyguard,1992,6.1,661
424,Schindler's List,1993,8.3,4329
50014,The Help,2011,7.8,1910
162903,The Fifth Estate,2013,5.7,364
11024,Scooby-Doo 2: Monsters Unleashed,2004,5.4,500
208763,Forbidden Kingdom,2014,4.9,71
6466,Freddy vs. Jason,2003,5.8,594
254024,The Face of an Angel,2014,4.7,64
12589,Jimmy Neutron: Boy Genius,2001,5.6,231
7191,Cloverfield,2008,6.4,2251
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,5.8,286
117,The Untouchables,1987,7.6,1384
6977,No Country for Old Men,2007,7.7,3003
168530,Ride Along,2014,6.1,853
634,Bridget Jones's Diary,2001,6.5,1356
392,Chocolat,2000,6.8,951
10327,"Legally Blonde 2: Red, White & Blonde",2003,5.1,377
88042,Parental Guidance,2012,5.7,210
41630,No Strings Attached,2011,6.1,1331
2085,Romeo Must Die,2000,6,330
9286,Final Destination 3,2006,5.8,974
77877,The Lucky One,2012,6.8,946
1265,Bridge to Terabithia,2007,7,1113
866,Finding Neverland,2004,7.2,1223
175555,A Madea Christmas,2013,7,35
75174,The Grey,2012,6.4,1451
11096,Hide and Seek,2005,6.1,440
8699,Anchorman: The Legend of Ron Burgundy,2004,6.7,1493
769,GoodFellas,1990,8.2,3128
10923,Agent Cody Banks,2003,5,284
11283,Nanny McPhee,2005,6.4,711
111,Scarface,1983,8,2948
746,The Last Emperor,1987,7.4,355
77866,Contraband,2012,6.1,770
7345,There Will Be Blood,2007,7.9,1537
14317,The Wild Thornberrys Movie,2002,5.8,44
20694,Rugrats Go Wild,2003,5.6,61
12277,Undercover Brother,2002,5.5,112
9779,The Sisterhood of the Traveling Pants,2005,6.3,386
2140,Kiss of the Dragon,2001,6.4,298
12620,The House Bunny,2008,5.6,529
14177,Beauty Shop,2005,5.4,115
198185,Million Dollar Arm,2014,6.6,259
227156,The Giver,2014,6.4,1798
10735,What a Girl Wants,2003,5.8,368
11351,Jeepers Creepers 2,2003,5.5,299
10030,Good Luck Chuck,2007,5.5,444
10623,Cradle 2 the Grave,2003,5.8,236
590,The Hours,2002,7,451
9655,She's the Man,2006,6.4,671
1268,Mr. Bean's Holiday,2007,6.1,663
11237,Anacondas: The Hunt for the Blood Orchid,2004,4.9,199
190955,Blood Ties,2013,6,171
5123,August Rush,2007,7.1,797
4518,Elizabeth,1998,7.1,334
11932,Bride of Chucky,1998,5.5,350
11165,Tora! Tora! Tora!,1970,6.9,147
57431,The Sitter,2011,5.4,325
21724,Dance Flick,2009,4.7,71
9290,Crocodile Dundee in Los Angeles,2001,4.7,146
284536,The Gambler,2014,5.7,543
152737,August: Osage County,2013,6.9,483
13374,Ice Princess,2005,5.9,185
8976,A Lot Like Love,2005,6.5,318
9469,He Got Game,1998,6.7,134
1909,Don Juan DeMarco,1994,6.2,183
22971,Dear John,2010,6.6,1262
34813,The Losers,2010,6.2,515
46261,Don't Be Afraid of the Dark,2010,5.4,341
10431,War,2007,6,414
8051,Punch-Drunk Love,2002,6.9,530
9352,EuroTrip,2004,6.5,656
10167,Half Past Dead,2002,4.6,82
17170,"Bright Lights, Big City",1988,4.7,28
18975,The Adventures of Pinocchio,1996,5,54
15487,The Greatest Game Ever Played,2005,6.9,110
22825,The Box,2009,5.4,597
11152,The Ruins,2008,5.6,265
1831,The Next Best Thing,2000,4.3,29
10591,The Girl Next Door,2004,6.3,824
12770,Stealing Harvard,2002,4.4,46
276907,Legend,2015,6.7,973
10074,Hot Rod,2007,6.3,313
65055,Shark Night,2011,4.9,132
10397,Angela's Ashes,1999,7,59
200505,Draft Day,2014,6.5,304
11954,Lifeforce,1985,6.2,135
60309,The Conspirator,2010,6.2,137
9787,Lords of Dogtown,2005,7,210
293646,The 33,2015,6,378
6978,Big Trouble in Little China,1986,7.1,705
133698,Fly Me to the Moon,2012,5.6,194
59440,Warrior,2011,7.7,1272
10655,Gettysburg,1993,6.6,90
8988,Stop-Loss,2008,6.1,82
15992,Abandon,2002,4.6,45
17707,Brokedown Palace,1999,6.2,111
77883,The Possession,2012,5.8,498
64639,Straw Dogs,2011,5.5,144
9903,The Hoax,2006,6.4,60
21338,Stone Cold,1991,5.7,34
20766,The Road,2009,6.8,1087
19803,Underclassman,2005,5.5,28
20309,Say It Isn't So,2001,4.8,47
9912,The World's Fastest Indian,2005,7.3,166
8338,Blindness,2008,6.4,387
168705,BloodRayne,2005,3.5,118
72113,Carnage,2011,7,738
9729,Where the Truth Lies,2005,5.9,66
94352,Cirque du Soleil: Worlds Away,2012,6.1,58
22256,Without Limits,1998,6.2,19
12404,Me and Orson Welles,2009,6.6,49
152742,The Best Offer,2013,7.7,704
11699,The Bad Lieutenant: Port of Call - New Orleans,2009,6,326
49953,A Turtle's Tale: Sammy's Adventures,2010,5.6,151
48034,Little White Lies,2010,7.1,380
39845,Love Ranch,2010,6,21
25353,The True Story of Puss 'n Boots,2009,3.8,7
36696,Space Dogs,2010,6.3,10
109091,The Counselor,2013,5,712
38543,Ironclad,2011,6.2,227
33157,Waterloo,1970,7,31
290864,Kung Fu Jungle,2014,6.5,114
859,Dangerous Liaisons,1988,7,257
83770,On the Road,2012,5.5,301
168,Star Trek IV: The Voyage Home,1986,6.9,477
1246,Rocky Balboa,2006,6.5,835
174751,Jane Got a Gun,2016,5.4,285
184098,Think Like a Man Too,2014,6.4,225
1788,Footloose,1984,6.4,505
11635,Old School,2003,6.6,541
177,The Fisher King,1991,7.2,341
3600,I Still Know What You Did Last Summer,1998,5.1,374
2621,Return to Me,2000,6.1,67
10358,Zack and Miri Make a Porno,2008,6.1,721
10480,Nurse Betty,2000,5.9,111
10313,The Men Who Stare at Goats,2009,5.9,742
18828,Double Take,2001,5.5,24
3558,"Girl, Interrupted",1999,7.6,721
13476,Win a Date with Tad Hamilton!,2004,5.5,160
10208,Muppets from Space,1999,5.8,92
24961,The Wiz,1978,5.9,58
20697,Ready to Rumble,2000,4.7,49
20761,Play It to the Bone,1999,5.7,53
70868,I Don't Know How She Does It,2011,5,141
43593,Piranha 3D,2010,5.3,581
6478,Beyond the Sea,2004,6.5,55
40688,Meet the Deedles,1998,4.1,19
26672,The Thief and the Cobbler,1993,6.8,26
41283,Faster,2010,6.1,568
4935,Howl's Moving Castle,2004,8.2,1991
19908,Zombieland,2009,7.2,3550
10663,The Waterboy,1998,5.9,512
37137,The Naked Gun 2½: The Smell of Fear,1991,6.6,546
9532,Final Destination,2000,6.4,1378
10316,The Ides of March,2011,6.5,910
12658,Someone Like You...,2001,6,118
152601,Her,2013,7.9,4097
10866,Joy Ride,2001,6.3,325
227707,The Adventurer: The Curse of the Midas Box,2013,5.1,73
21349,Anywhere But Here,1999,5.9,66
19150,The Crew,2000,6.4,11
70435,Haywire,2011,5.6,505
580,Jaws: The Revenge,1987,3.5,224
9819,Marvin's Room,1996,6.6,124
13579,The Longshots,2008,6.5,11
20024,The End of the Affair,1999,6.6,55
2453,Harley Davidson and the Marlboro Man,1991,6.1,82
6973,In the Valley of Elah,2007,6.6,261
354110,Forsaken,2015,5.8,101
22215,Cheri,2009,5.9,56
11632,Vanity Fair,2004,5.5,73
30596,Bodyguards and Assassins,2009,6.5,57
3021,1408,2007,6.5,1343
957,Spaceballs,1987,6.7,902
544,There's Something About Mary,1998,6.5,1590
14635,The Rookie,2002,6.5,110
13680,The Game Plan,2007,6,428
688,The Bridges of Madison County,1995,7.3,385
