movie_id,title,imdb_idx,movie_kind,release,imdb_id,phonetic,episode_id,season,episode,series_years,md5
177572,Big Hero 6,tt0177572,movie,10/24/2014,177572,B260,,,,,8e94528ebb0c7280ca05ab3777d6ec8f
82690,Wreck-It Ralph,tt0082690,movie,11/1/2012,82690,W623,,,,,89aea8b141d18871031f5d196b5a858d
5255,The Polar Express,tt0005255,movie,11/10/2004,5255,T146,,,,,2aa319f55ab1b22c7747abc87f0c3d40
47933,Independence Day: Resurgence,tt0047933,movie,6/22/2016,47933,I531,,,,,b0ee0a2a81817c6d5531e98ac468974d
10191,How to Train Your Dragon,tt0010191,movie,3/5/2010,10191,H336,,,,,72d20661fbae38736dce3a32a3445e5e
296,Terminator 3: Rise of the Machines,tt0000296,movie,7/2/2003,296,T655,,,,,ed2ef98f727048510602c1411c93d97f
118340,Guardians of the Galaxy,tt0118340,movie,7/30/2014,118340,G635,,,,,1de083c1a10ba0f7f83f7cda69c952b8
157336,Interstellar,tt0157336,movie,11/5/2014,157336,I536,,,,,90c19d88a4c7ee619cd629522d38629a
27205,Inception,tt0027205,movie,7/14/2010,27205,I521,,,,,25bfef169eafddf29120cd78d9d4a66d
315011,Shin Godzilla,tt0315011,movie,7/29/2016,315011,S523,,,,,efd4e69c06156adbffe316ba6b209fba
49051,The Hobbit: An Unexpected Journey,tt0049051,movie,11/26/2012,49051,T135,,,,,d95aac79768d61e808cc7a8922934709
9799,The Fast and the Furious,tt0009799,movie,6/22/2001,9799,T123,,,,,88a08ba15058c6d4a02462535777cc42
4922,The Curious Case of Benjamin Button,tt0004922,movie,11/24/2008,4922,T262,,,,,842228881f4a3b4df27ad1b7c58c62f5
49538,X-Men: First Class,tt0049538,movie,5/24/2011,49538,X551,,,,,8a7a25185c1407f952b9268d89a8ec8c
131634,The Hunger Games: Mockingjay - Part 2,tt0131634,movie,11/18/2015,131634,T526,,,,,b97613146ebe9cb931b173ec0029ce2f
27022,The Sorcerer's Apprentice,tt0027022,movie,7/13/2010,27022,T262,,,,,0d8b833a8b2cb2b77f0888daa91018a6
503,Poseidon,tt0000503,movie,5/12/2006,503,P235,,,,,0385fc7144c932a3d7b9dfca3351a9b5
241259,Alice Through the Looking Glass,tt0241259,movie,5/25/2016,241259,A423,,,,,28bd4c270d69f975c383bf8a2ea200f0
810,Shrek the Third,tt0000810,movie,5/17/2007,810,S623,,,,,8f35e95a7f4294c6d962428afffa733b
68735,Warcraft,tt0068735,movie,5/25/2016,68735,W626,,,,,d60c3b46f2464717021482f53d0001de
87101,Terminator Genisys,tt0087101,movie,6/23/2015,87101,T655,,,,,f31f9b5601400100a99d3581f2c2d7b5
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0010140,movie,8/13/2010,10140,T265,,,,,12727328b3af8b01c39f5f6345114c0c
676,Pearl Harbor,tt0000676,movie,5/21/2001,676,P646,,,,,7fd09a6713f359bb3108d1a3e6d55ce8
1858,Transformers,tt0001858,movie,6/27/2007,1858,T652,,,,,6f2de25ee6c0202bdb25f1b4fc64279f
1966,Alexander,tt0001966,movie,11/21/2004,1966,A425,,,,,b7a71d8799cf6dd75b711a7f52de6675
675,Harry Potter and the Order of the Phoenix,tt0000675,movie,6/28/2007,675,H613,,,,,26a32bd7c2b2619590752eb087c48e9f
674,Harry Potter and the Goblet of Fire,tt0000674,movie,11/5/2005,674,H613,,,,,e40d12dc7a6efa51e78eab122f35f842
8960,Hancock,tt0008960,movie,7/1/2008,8960,H522,,,,,8423c980dc6cc0a43d85ca44243d918a
6479,I Am Legend,tt0006479,movie,12/14/2007,6479,I542,,,,,71ac734c9627bc481478580d378ab05b
118,Charlie and the Chocolate Factory,tt0000118,movie,7/13/2005,118,C645,,,,,0f70058cf4cd9dc41b093d59e8de143d
2062,Ratatouille,tt0002062,movie,6/22/2007,2062,R334,,,,,1d97b5eb605f3b1454fb606cf8273ee8
272,Batman Begins,tt0000272,movie,6/10/2005,272,B355,,,,,0d67d35c3120d55d5a5b3bf8e488a527
10527,Madagascar: Escape 2 Africa,tt0010527,movie,10/30/2008,10527,M322,,,,,34196c2249d74a0e3c0cdf7c6bfcb9ce
18360,Night at the Museum: Battle of the Smithsonian,tt0018360,movie,5/20/2009,18360,N233,,,,,81f879633c3f3d8cdc0dc63ebea9fd84
2080,X-Men Origins: Wolverine,tt0002080,movie,4/28/2009,2080,X556,,,,,5322a0c72d9161d028a4cc86019420d0
605,The Matrix Revolutions,tt0000605,movie,11/5/2003,605,T536,,,,,785043cecbe52100b5152bba0cc1ee42
109445,Frozen,tt0109445,movie,11/27/2013,109445,F625,,,,,68abcc3d0869f8a52c2b286b3c511dd3
604,The Matrix Reloaded,tt0000604,movie,5/15/2003,604,T536,,,,,f4fd5b087881f67c92cb02de1bdd282e
76338,Thor: The Dark World,tt0076338,movie,10/29/2013,76338,T633,,,,,640ac747ada80f114c76c6c679fa9565
76341,Mad Max: Fury Road,tt0076341,movie,5/13/2015,76341,M352,,,,,3d4740ab1e99ddc0777bf45ea680a20c
13448,Angels & Demons,tt0013448,movie,5/13/2009,13448,A524,,,,,66de4e1250e0d9bc56180f4b606b338b
10195,Thor,tt0010195,movie,4/21/2011,10195,T600,,,,,a92da8d9ebd1059f11a0e2f66c0b8e44
13053,Bolt,tt0013053,movie,11/21/2008,13053,B430,,,,,8be027b1752f3fb1e134f888c952339a
19585,G-Force,tt0019585,movie,7/21/2009,19585,G162,,,,,5efddfadad9ce4ca7ff2c742619c21ad
57165,Wrath of the Titans,tt0057165,movie,3/27/2012,57165,W631,,,,,25bf46affe7ba20572770ef8df088a89
62213,Dark Shadows,tt0062213,movie,5/8/2012,62213,D623,,,,,a44f0ecab766b4595d958daa2ff5437c
177677,Mission: Impossible - Rogue Nation,tt0177677,movie,7/23/2015,177677,M255,,,,,33f013a63c8024708f09a69c21d5ce9e
7978,The Wolfman,tt0007978,movie,2/11/2010,7978,T415,,,,,c62e603e2fd7fc7d9e18602836a9ec9f
5559,Bee Movie,tt0005559,movie,10/28/2007,5559,B510,,,,,6f28da794ceb50b1e8bcb8e0ed29504d
49444,Kung Fu Panda 2,tt0049444,movie,5/25/2011,49444,K521,,,,,91017b782fe292ece82c0c3f3ddf8471
10196,The Last Airbender,tt0010196,movie,6/30/2010,10196,T423,,,,,6b118691feeb07bef5ad30d893794b3c
956,Mission: Impossible III,tt0000956,movie,5/3/2006,956,M255,,,,,915aeacc664d7b56efd05e950c039555
117251,White House Down,tt0117251,movie,6/27/2013,117251,W323,,,,,442c4456dcc8b1297bfb0a3c248267e6
50321,Mars Needs Moms,tt0050321,movie,3/9/2011,50321,M625,,,,,ac454d9d7adcaa9f30ebb8cf218dc6e3
11619,Flushed Away,tt0011619,movie,10/22/2006,11619,F423,,,,,874e52fa01968797dcac679a7c5ad2e7
266647,Pan,tt0266647,movie,9/24/2015,266647,P500,,,,,f6d4a17b27da35c2d90ce13801f36782
82703,Mr. Peabody & Sherman,tt0082703,movie,2/7/2014,82703,M611,,,,,ef8f85b284c984625f7ee3d9fca3cfd6
652,Troy,tt0000652,movie,5/13/2004,652,T600,,,,,d26ad5138469c6c081d0ace055296384
80321,Madagascar 3: Europe's Most Wanted,tt0080321,movie,6/6/2012,80321,M322,,,,,dc4d45b7c767ebeea8f383e04d58809f
36669,Die Another Day,tt0036669,movie,11/17/2002,36669,D536,,,,,d764307fb2c6474be0d25604559666a4
43074,Ghostbusters,tt0043074,movie,7/14/2016,43074,G231,,,,,a9e1a35bc5296c5578b16d789c18c16b
95,Armageddon,tt0000095,movie,7/1/1998,95,A652,,,,,d6b09187cc82c704fa97fb323131bbf7
608,Men in Black II,tt0000608,movie,7/3/2002,608,M551,,,,,ed041d267a5bf5d808c4f97aed686edb
2310,Beowulf,tt0002310,movie,11/5/2007,2310,B410,,,,,6d36f4d6e07c5b6bfa92806c731c39af
140300,Kung Fu Panda 3,tt0140300,movie,1/23/2016,140300,K521,,,,,7f29df978c4a4760765f3e93d16d9c7d
56292,Mission: Impossible - Ghost Protocol,tt0056292,movie,12/7/2011,56292,M255,,,,,75bef7385bcbbd44ab563504b5758bf1
81188,Rise of the Guardians,tt0081188,movie,11/21/2012,81188,R213,,,,,7dcd7e2769174c5fc0a3085b256d9d34
7552,Fun with Dick and Jane,tt0007552,movie,12/21/2005,7552,F533,,,,,660c074f9e39e8d991eab3b7e0ce252b
616,The Last Samurai,tt0000616,movie,12/5/2003,616,T423,,,,,330f3f4d3d8e23969f51922d7cdcd620
147441,Exodus: Gods and Kings,tt0147441,movie,12/3/2014,147441,E232,,,,,a2c4c684ccdb519d81411667d7e12797
13475,Star Trek,tt0013475,movie,5/6/2009,13475,S363,,,,,69fa47f2852aa102fe7a075e3f403a47
557,Spider-Man,tt0000557,movie,5/1/2002,557,S136,,,,,f8582dea46ef0f4b1c5fbda356eefbce
82702,How to Train Your Dragon 2,tt0082702,movie,6/12/2014,82702,H336,,,,,06a95e85c63f4df521644276a0651013
205584,Gods of Egypt,tt0205584,movie,2/25/2016,205584,G321,,,,,c0a33605ac3ca905850752f2a722eed1
10048,Stealth,tt0010048,movie,7/28/2005,10048,S343,,,,,899db408cba5858a0f1701a2caef2628
13183,Watchmen,tt0013183,movie,3/5/2009,13183,W325,,,,,b5195facdaf341b8004cf2dea8b530cf
944,Lethal Weapon 4,tt0000944,movie,7/10/1998,944,L341,,,,,3270b778a196730c561f9432f95983df
1927,Hulk,tt0001927,movie,6/19/2003,1927,H420,,,,,739d4fe59396151327a8195f011a0d92
72559,G.I. Joe: Retaliation,tt0072559,movie,3/26/2013,72559,G263,,,,,2a8c842705d5348d63f4212a2564f6f5
7364,Sahara,tt0007364,movie,4/6/2005,7364,S600,,,,,15fe3fe113dad2acca3a233f0ab5f5c3
2114,Final Fantasy: The Spirits Within,tt0002114,movie,7/2/2001,2114,F541,,,,,d9f5ad5e7f9c6f810ffc6cfcd42c7233
1771,Captain America: The First Avenger,tt0001771,movie,7/22/2011,1771,C135,,,,,20e79e07329562e084c1880a70536507
36643,The World Is Not Enough,tt0036643,movie,11/8/1999,36643,T643,,,,,d0dd2eb46d094a8693362d11f87658c1
8619,Master and Commander: The Far Side of the World,tt0008619,movie,11/14/2003,8619,M236,,,,,e4e8da990acf8f2f00f747bbd30e7052
50620,The Twilight Saga: Breaking Dawn - Part 2,tt0050620,movie,11/13/2012,50620,T342,,,,,95e50d1ee38f03b8e95041dc98540309
65759,Happy Feet Two,tt0065759,movie,11/17/2011,65759,H113,,,,,1e0e84b7f884fc671b1287488d2e14ac
1724,The Incredible Hulk,tt0001724,movie,6/12/2008,1724,T526,,,,,de3f0d91aca72fcb0bdfa729b1dab677
267935,The BFG,tt0267935,movie,6/1/2016,267935,T120,,,,,caf36ccbb2ef13f181263ef958bca976
281957,The Revenant,tt0281957,movie,12/25/2015,281957,T615,,,,,81a394bd139cca62dc5186b7e753e028
77950,Turbo,tt0077950,movie,7/11/2013,77950,T610,,,,,6f53bfe04e78da893ba0c4f35ba6847e
44896,Rango,tt0044896,movie,3/2/2011,44896,R520,,,,,10f7ce06d8cf826ef9fca384276ef709
270946,Penguins of Madagascar,tt0270946,movie,11/22/2014,270946,P525,,,,,0dd4cd4e9f456b6fce2b218acad3d8fd
2503,The Bourne Ultimatum,tt0002503,movie,8/3/2007,2503,T165,,,,,85afcc621a34d3ba84ebd7956ce93f23
9502,Kung Fu Panda,tt0009502,movie,6/4/2008,9502,K521,,,,,25bc131eb22e61750a22cc94411faa53
102899,Ant-Man,tt0102899,movie,7/14/2015,102899,A535,,,,,2e9c93fbb6d97749a93167651c9f053e
101299,The Hunger Games: Catching Fire,tt0101299,movie,11/15/2013,101299,T526,,,,,a030773a6f76259de54051ea69f00521
228161,Home,tt0228161,movie,3/18/2015,228161,H500,,,,,8cf04a9734132302f96da8e113e80ce5
74,War of the Worlds,tt0000074,movie,6/28/2005,74,W613,,,,,83eb692dc3a871c7eb758950441a86ac
8961,Bad Boys II,tt0008961,movie,7/18/2003,8961,B312,,,,,1931103e1493fb71b996aeb4084d5bcc
417859,Puss in Boots,tt0417859,movie,10/28/2011,417859,P251,,,,,2437ccb3965d7f7e8a2183bbc4f8525b
27576,Salt,tt0027576,movie,7/21/2010,27576,S430,,,,,af334c7b6ef89b42a94f7932a1ee9ffe
86834,Noah,tt0086834,movie,3/20/2014,86834,N000,,,,,cfa36b7c75e18a9dc6e2a35d19a58ee7
17578,The Adventures of Tintin,tt0017578,movie,10/25/2011,17578,T315,,,,,7d6c136a3eb093cf897f54a5ced19c2d
673,Harry Potter and the Prisoner of Azkaban,tt0000673,movie,5/31/2004,673,H613,,,,,30f8b46d900cee32bf8b8c6859f27416
6972,Australia,tt0006972,movie,11/18/2008,6972,A236,,,,,4442e4af0916f53a07fb8ca9a49b98ed
82700,After Earth,tt0082700,movie,5/30/2013,82700,A136,,,,,f06926fddb6f0ddc26cae585af45aa39
10567,Dinosaur,tt0010567,movie,5/19/2000,10567,D526,,,,,756fe9011ebbc81c00d59fcd846ef2ca
181533,Night at the Museum: Secret of the Tomb,tt0181533,movie,12/17/2014,181533,N233,,,,,b29b0c4d0f5f70c798b1372a2933e305
38055,Megamind,tt0038055,movie,10/28/2010,38055,M255,,,,,e38e6975019ac7203472245047a05e9c
671,Harry Potter and the Philosopher's Stone,tt0000671,movie,11/16/2001,671,H613,,,,,49659bb5ffc09911daf5611469ea477d
49524,R.I.P.D.,tt0049524,movie,7/18/2013,49524,R130,,,,,bf040cf4507b4a227509d15aebe43f78
22,Pirates of the Caribbean: The Curse of the Black Pearl,tt0000022,movie,7/9/2003,22,P632,,,,,ddb0b53dd4b95a2b05243499eceee4f6
131631,The Hunger Games: Mockingjay - Part 1,tt0131631,movie,11/18/2014,131631,T526,,,,,63fa69b13b91bbb462918ce1eb997376
591,The Da Vinci Code,tt0000591,movie,5/17/2006,591,T315,,,,,5a5b3cf40c976a36eecb42eb59fe2e53
172385,Rio 2,tt0172385,movie,3/19/2014,172385,R000,,,,,ee7ca3cbf9fb89151015daf675f5f387
36658,X2,tt0036658,movie,4/24/2003,36658,X000,,,,,54105bddbfe3f639d49cbe8f5182c958
51497,Fast Five,tt0051497,movie,4/20/2011,51497,F231,,,,,d6f04b7a7bf09c106666f929d6558258
58574,Sherlock Holmes: A Game of Shadows,tt0058574,movie,11/22/2011,58574,S642,,,,,a4459e3fd708483ac412448be478335a
18823,Clash of the Titans,tt0018823,movie,4/1/2010,18823,C421,,,,,d873da470e10c38c3223d3641328dcb0
861,Total Recall,tt0000861,movie,6/1/1990,861,T346,,,,,ee896c3cbeef71c8da01716af40e3d06
1911,The 13th Warrior,tt0001911,movie,8/27/1999,1911,T366,,,,,3a3de903b2df97c540a6ec68ae34c193
49040,The Bourne Legacy,tt0049040,movie,8/8/2012,49040,T165,,,,,880b23bbece18d37bea14afe45cc7cd9
415,Batman & Robin,tt0000415,movie,6/20/1997,415,B355,,,,,6c3695f8f3b53d5a8836816a417c7430
8871,How the Grinch Stole Christmas,tt0008871,movie,11/17/2000,8871,H326,,,,,ccdf58729499d777a2c86ba372a867ce
435,The Day After Tomorrow,tt0000435,movie,5/26/2004,435,T313,,,,,0d283edc8c3ab113bc7b8971764cbb42
955,Mission: Impossible II,tt0000955,movie,5/24/2000,955,M255,,,,,27e0f4e7638261cb3abca14a758134ef
2133,The Perfect Storm,tt0002133,movie,3/15/2000,2133,T161,,,,,3fbb6ec739cc2839d1e28e5394febd94
1979,Fantastic 4: Rise of the Silver Surfer,tt0001979,movie,6/13/2007,1979,F532,,,,,7c98949661da90daaebb349a1508739b
87827,Life of Pi,tt0087827,movie,11/20/2012,87827,L110,,,,,0e9e03d28d98fedebc1c936f0a37d04c
1250,Ghost Rider,tt0001250,movie,2/16/2007,1250,G236,,,,,68d8012802593a304e7e8c04757fefb2
324668,Jason Bourne,tt0324668,movie,7/27/2016,324668,J251,,,,,34d65b9e869fac7f6e38534156bae076
9471,Charlie's Angels: Full Throttle,tt0009471,movie,6/27/2003,9471,C642,,,,,3d1690f777c1893b7bbcf018dc8ed9d3
70981,Prometheus,tt0070981,movie,5/30/2012,70981,P653,,,,,e1723a08afd7bca35570fd31a7656f59
10996,Stuart Little 2,tt0010996,movie,7/19/2002,10996,S363,,,,,f1bc4d8a20909c20818e8ecccf75a786
68724,Elysium,tt0068724,movie,8/7/2013,68724,E425,,,,,b2a9bd4c41a892c7944169a44556010d
2789,The Chronicles of Riddick,tt0002789,movie,6/11/2004,2789,T265,,,,,439e517df92a2c214a3923210e0240ba
97020,RoboCop,tt0097020,movie,1/30/2014,97020,R121,,,,,feae7d4d4fe760488cfda46ff889b1ec
7459,Speed Racer,tt0007459,movie,5/9/2008,7459,S136,,,,,c8d04bf8e1c485aa3a6384689ae2de29
42888,How Do You Know,tt0042888,movie,12/17/2010,42888,H325,,,,,52864220776c1ff57127ce720f582e3c
37834,Knight and Day,tt0037834,movie,6/15/2010,37834,K523,,,,,93d00d60fa51ee366ea3e1c4378db121
