movie_id,title,release
11667,Street Fighter,1994
11702,The Replacement Killers,1998
11780,Rob Roy,1995
11827,Heavy Metal,1981
11831,Amistad,1997
11858,Renaissance Man,1994
11863,Jade,1995
11934,The Hudsucker Proxy,1994
11967,Young Guns,1988
11969,Tombstone,1993
11971,Much Ado About Nothing,1993
11975,The Rainmaker,1997
11980,The Prophecy,1995
12123,Chain Reaction,1996
12158,Vampire In Brooklyn,1995
12160,Wyatt Earp,1994
12498,Sling Blade,1996
13685,Bottle Rocket,1996
13982,8 Heads In A Duffel Bag,1997
14275,Hoop Dreams,1994
14585,In The Company Of Men,1997
15121,The Sound Of Music,1965
15765,What'S Love Got To Do With It,1993
16052,Selena,1997
16388,The Brothers Mcmullen,1995
16633,Somewhere In Time,1980
17127,The Object Of My Affection,1998
17182,Eye For An Eye,1996
17795,My Fellow Americans,1996
17834,A Simple Wish,1997
18550,Fled,1996
18975,The Adventures Of Pinocchio,1996
20156,Exotica,1994
20737,Air Bud,1997
21612,The Funeral,1996
22479,Kansas City,1996
22649,A Farewell To Arms,1932
23570,The Pallbearer,1996
24662,Cats Don'T Dance,1997
24913,April Fool'S Day,1986
25066,Tales From The Hood,1995
25189,The Mirror Has Two Faces,1996
26306,Prefontaine,1997
26352,A Low Down Dirty Shame,1994
26748,Lone Star,1996
27322,Love Jones,1997
28121,A Thin Line Between Love And Hate,1996
29461,Soul Food,1997
31535,Chairman Of The Board,1998
31535,Chairman Of The Board,1998
31908,Ghosts Of Mississippi,1996
34152,Crooklyn,1994
34314,Turbulence,1997
34941,The Last Time I Committed Suicide,1997
36355,Flipper,1996
36955,True Lies,1994
37165,The Truman Show,1998
37233,The Firm,1993
38223,Harriet The Spy,1996
42807,The Newton Boys,1998
47502,Faithful,1996
47889,Ruby In Paradise,1993
49471,Get On The Bus,1996
49478,Warriors Of Virtue,1997
49963,Walking And Talking,1996
55306,Ulee'S Gold,1997
55306,Ulee'S Gold,1997
61337,Critical Care,1997
61752,Girl 6,1996
63020,The Perez Family,1995
68924,The Ice Storm,1997
68924,The Ice Storm,1997
87729,Jefferson In Paris,1995
